cosine_similarity,euclidean_distance,distance_anns,:START_ID,:END_ID,:TYPE
0.5898904215923213,0.9056595321693958,0.0078969,AACT_ALI01_data.csv,AACT_ALI02_data.csv,geo -> LAST UPDATE
0.5815659926873983,0.91480491786635,0.016159654,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,geo -> LAST UPDATE
0.5792764333779129,0.9173043036951637,0.0,ACF_D_EQ1_data.csv,AACT_ALI02_data.csv,OBS_FLAG -> DATAFLOW
0.7668438104453389,0.6828706804398914,0.0042696,AACT_ALI02_data.csv,AACT_EAA06_data.csv,unit -> freq
0.7656462438982387,0.6846221835740088,0.0052837133,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,unit -> freq
0.7653668046160642,0.6850302263019404,0.019038796,AACT_ALI02_data.csv,AACT_EAA06_data.csv,freq -> OBS_FLAG
0.764837703365959,0.6858021463305761,0.04112947,AACT_ALI02_data.csv,AACT_EAA06_data.csv,unit -> OBS_VALUE
0.7589082241381196,0.6943943691632135,0.0503664,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,unit -> OBS_VALUE
0.7389560859488188,0.7225564658528253,0.03251028,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,freq -> DATAFLOW
0.7341997302956166,0.7291094121407679,0.014074922,AACT_ALI02_data.csv,AACT_EAA06_data.csv,freq -> DATAFLOW
0.7297339373940316,0.7352089215446278,0.048959374,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,freq -> TIME_PERIOD
0.724560385742373,0.7422123994012989,0.052036643,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,unit -> TIME_PERIOD
0.7200956473313973,0.7482036560307415,0.011903286,AACT_ALI02_data.csv,AACT_EAA06_data.csv,freq -> OBS_VALUE
0.7175551409184315,0.751591469532908,0.00985992,AACT_ALI02_data.csv,AACT_EAA06_data.csv,freq -> TIME_PERIOD
0.7153577606870682,0.7545094311380653,0.011903286,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,freq -> OBS_VALUE
0.7146720181483245,0.7554177267904032,0.0932821,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,unit -> LAST UPDATE
0.7121788256314049,0.7587109774450178,0.07960951,AACT_ALI02_data.csv,AACT_EAA06_data.csv,unit -> LAST UPDATE
0.7107762069125029,0.7605574183710887,0.008082628,AACT_ALI02_data.csv,AACT_ALI01_data.csv,LAST UPDATE -> TIME_PERIOD
0.7044992244663996,0.7687662539584574,0.052036643,AACT_ALI02_data.csv,AACT_EAA06_data.csv,unit -> TIME_PERIOD
0.7032248237226738,0.7704221879147158,0.011723757,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,freq -> LAST UPDATE
0.7029910217828201,0.7707255890702406,0.021616578,AACT_ALI02_data.csv,AACT_EAA06_data.csv,unit -> DATAFLOW
0.7019386313067262,0.7720898421597838,0.0015844107,AACT_ALI02_data.csv,AACT_ALI01_data.csv,LAST UPDATE -> OBS_FLAG
0.700359874688636,0.7741319441777339,0.011517763,AACT_ALI02_data.csv,AACT_EAA06_data.csv,freq -> LAST UPDATE
0.6982658568365797,0.7768322144546341,0.032842875,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,unit -> DATAFLOW
0.6950934255173348,0.7809053673540444,0.059286594,AACT_ALI02_data.csv,AACT_ALI01_data.csv,freq -> itm_newa
0.6881118140594055,0.7897951287377979,0.012496471,AACT_ALI02_data.csv,AACT_EAA06_data.csv,LAST UPDATE -> DATAFLOW
0.6831961369217184,0.7959948056027765,0.007851958,AACT_ALI02_data.csv,AACT_ALI01_data.csv,LAST UPDATE -> OBS_VALUE
0.6781206014379384,0.8023458158549723,0.0,AACT_ALI02_data.csv,AACT_ALI01_data.csv,DATAFLOW -> OBS_FLAG
0.6759068324163553,0.8051001892477493,0.020956635,AACT_ALI02_data.csv,AACT_EAA06_data.csv,unit -> geo
0.6753796031570481,0.8057547978930232,0.021616578,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,LAST UPDATE -> DATAFLOW
0.6714364282043478,0.8106338074603664,1.5497208e-06,AACT_ALI02_data.csv,AACT_ALI01_data.csv,DATAFLOW -> TIME_PERIOD
0.6701720764650804,0.8121920326043189,0.0,AACT_ALI02_data.csv,AACT_ALI01_data.csv,DATAFLOW -> itm_newa
0.6645242223486468,0.8191163388765521,0.020956635,AACT_ALI02_data.csv,ACF_D_EQ1_data.csv,unit -> geo
0.6465539477287875,0.840768777407826,0.0,AACT_ALI02_data.csv,AACT_ALI01_data.csv,DATAFLOW -> OBS_VALUE
0.6370008724692837,0.852055345162097,0.0,AACT_ALI02_data.csv,AACT_ALI01_data.csv,DATAFLOW -> geo
0.6343471044658394,0.8551642057287879,0.0014156103,AACT_ALI02_data.csv,AACT_ALI01_data.csv,LAST UPDATE -> itm_newa
0.6067486974003825,0.8868498531364262,0.0107649565,AACT_ALI02_data.csv,AACT_ALI01_data.csv,freq -> geo
0.5898904215923213,0.9056595321693958,0.0078969,AACT_ALI02_data.csv,AACT_ALI01_data.csv,LAST UPDATE -> geo
