Protein.uniprotID	Protein.proID
Q96T91	PR_Q96T91
Q9CY00	PR_Q9CY00
Q9D8Y7	PR_Q9D8Y7
P0CJ55	PR_P0CJ55
Q8NHA4	PR_Q8NHA4
P29524	PR_P29524
P76068	PR_P76068
Q6AXW0	PR_Q6AXW0
Q6ZQ11	PR_Q6ZQ11
Q9UTN7	PR_Q9UTN7
Q9LXY3	PR_Q9LXY3
O48528	PR_O48528
P12034	PR_P12034
Q6PID6	PR_Q6PID6
O42916	PR_O42916
A0A2R8YFM6	PR_A0A2R8YFM6
Q9P055	PR_Q9P055
Q9ZVX1	PR_Q9ZVX1
Q9UBP0	PR_Q9UBP0
P56473	PR_P56473
P39337	PR_P39337
P40442	PR_P40442
Q12136	PR_Q12136
Q5U5Z8	PR_Q5U5Z8
O18167	PR_O18167
P53035	PR_P53035
P31168	PR_P31168
Q9VE45	PR_Q9VE45
Q9VX98	PR_Q9VX98
Q8NG98	PR_Q8NG98
Q12108	PR_Q12108
Q570X5	PR_Q570X5
Q8AXV0	PR_Q8AXV0
Q63486	PR_Q63486
P56794	PR_P56794
Q9D1C9	PR_Q9D1C9
E9Q5M6	PR_E9Q5M6
P13929	PR_P13929
Q0V8T8	PR_Q0V8T8
P61922	PR_P61922
Q6HP82	PR_Q6HP82
P39032	PR_P39032
P77495	PR_P77495
Q9LZ39	PR_Q9LZ39
O80714	PR_O80714
Q556V1	PR_Q556V1
P53260	PR_P53260
Q9H6D8	PR_Q9H6D8
P36675	PR_P36675
Q9R194	PR_Q9R194
P0AF86	PR_P0AF86
Q9BIG4	PR_Q9BIG4
Q8CI43	PR_Q8CI43
Q7LKZ5	PR_Q7LKZ5
P49182	PR_P49182
Q21828	PR_Q21828
Q9PTH3	PR_Q9PTH3
Q8TF64	PR_Q8TF64
Q60I23	PR_Q60I23
Q9ESR9	PR_Q9ESR9
O49596	PR_O49596
O57276	PR_O57276
O60053	PR_O60053
Q5A970	PR_Q5A970
P30307	PR_P30307
P24175	PR_P24175
Q8T3Y0	PR_Q8T3Y0
O74861	PR_O74861
Q99KE3	PR_Q99KE3
P60508	PR_P60508
Q50HP3	PR_Q50HP3
Q32M26	PR_Q32M26
P14905	PR_P14905
P36048	PR_P36048
Q8N3Y3	PR_Q8N3Y3
Q9U1M8	PR_Q9U1M8
Q9LR02	PR_Q9LR02
Q9FZD1	PR_Q9FZD1
Q8VBX1	PR_Q8VBX1
Q6NPR6	PR_Q6NPR6
Q8L7R5	PR_Q8L7R5
Q1PUD5	PR_Q1PUD5
P50195	PR_P50195
Q9UTK6	PR_Q9UTK6
E1BR23	PR_E1BR23
Q9JMH7	PR_Q9JMH7
Q5A061	PR_Q5A061
Q76IC5	PR_Q76IC5
Q6ZPR5	PR_Q6ZPR5
Q99N91	PR_Q99N91
A8MQ14	PR_A8MQ14
Q9VZ84	PR_Q9VZ84
O94548	PR_O94548
P0A927	PR_P0A927
P23297	PR_P23297
Q8N5C6	PR_Q8N5C6
Q9FV51	PR_Q9FV51
P12074	PR_P12074
Q7L8S5	PR_Q7L8S5
O16299	PR_O16299
Q9ULM3	PR_Q9ULM3
P04785	PR_P04785
Q3UHD1	PR_Q3UHD1
Q9ZPX1	PR_Q9ZPX1
O44502	PR_O44502
P61621	PR_P61621
P51993	PR_P51993
Q9DCP2	PR_Q9DCP2
P56790	PR_P56790
Q9NYB0	PR_Q9NYB0
Q9QXU2	PR_Q9QXU2
Q8LJW1	PR_Q8LJW1
Q67ET0	PR_Q67ET0
P12877	PR_P12877
Q49434	PR_Q49434
Q8BUJ9	PR_Q8BUJ9
Q6GFB3	PR_Q6GFB3
P36268	PR_P36268
Q5I0J4	PR_Q5I0J4
Q91WQ9	PR_Q91WQ9
Q86U17	PR_Q86U17
Q9H4Q4	PR_Q9H4Q4
Q6EIG7	PR_Q6EIG7
P82634	PR_P82634
Q9M1R1	PR_Q9M1R1
Q63622	PR_Q63622
Q5T2W1	PR_Q5T2W1
Q86UU9	PR_Q86UU9
O43508	PR_O43508
P07321	PR_P07321
Q8K3V3	PR_Q8K3V3
P10636	PR_P10636
Q80UE6	PR_Q80UE6
P92973	PR_P92973
O64903	PR_O64903
Q54R11	PR_Q54R11
Q86YS3	PR_Q86YS3
P19622	PR_P19622
Q54FU9	PR_Q54FU9
Q9FFE9	PR_Q9FFE9
Q9R144	PR_Q9R144
Q8IZ69	PR_Q8IZ69
Q42449	PR_Q42449
Q54KL8	PR_Q54KL8
Q9P6P1	PR_Q9P6P1
Q5PQR5	PR_Q5PQR5
P46506	PR_P46506
Q38896	PR_Q38896
F4JXC5	PR_F4JXC5
Q63186	PR_Q63186
Q6PBU0	PR_Q6PBU0
Q07897	PR_Q07897
Q3UQI9	PR_Q3UQI9
Q7YQC6	PR_Q7YQC6
Q6UWD8	PR_Q6UWD8
P07687	PR_P07687
Q4FZC9	PR_Q4FZC9
Q3E6S8	PR_Q3E6S8
Q8BSD5	PR_Q8BSD5
Q6P8X6	PR_Q6P8X6
O08641	PR_O08641
Q923T9	PR_Q923T9
Q55FQ0	PR_Q55FQ0
Q9Y2Q0	PR_Q9Y2Q0
Q8TAG5	PR_Q8TAG5
Q7Z4H8	PR_Q7Z4H8
P52912	PR_P52912
F4HZX7	PR_F4HZX7
Q80YN4	PR_Q80YN4
A5I7I1	PR_A5I7I1
Q96N23	PR_Q96N23
Q7FGZ2	PR_Q7FGZ2
P25257	PR_P25257
P34484	PR_P34484
P34113	PR_P34113
P69434	PR_P69434
Q86UQ4	PR_Q86UQ4
Q9D300	PR_Q9D300
Q91MB1	PR_Q91MB1
Q9C6R9	PR_Q9C6R9
O08852	PR_O08852
B9EKE5	PR_B9EKE5
O14830	PR_O14830
Q7CLW2	PR_Q7CLW2
Q6P791	PR_Q6P791
Q9BQ89	PR_Q9BQ89
Q9H254	PR_Q9H254
Q8LPF4	PR_Q8LPF4
Q9JI78	PR_Q9JI78
P09040	PR_P09040
Q93Z38	PR_Q93Z38
Q80ZG1	PR_Q80ZG1
Q8BZW8	PR_Q8BZW8
Q9BYD9	PR_Q9BYD9
Q965Q4	PR_Q965Q4
Q93796	PR_Q93796
P0AE26	PR_P0AE26
P78955	PR_P78955
Q6P0F9	PR_Q6P0F9
Q9ZSZ8	PR_Q9ZSZ8
P61316	PR_P61316
Q6P5X7	PR_Q6P5X7
Q23387	PR_Q23387
Q9Y0B7	PR_Q9Y0B7
Q08361	PR_Q08361
O64468	PR_O64468
Q7TNN2	PR_Q7TNN2
Q8UUW7	PR_Q8UUW7
A9WZ73	PR_A9WZ73
P01236	PR_P01236
Q03571	PR_Q03571
P0AEE5	PR_P0AEE5
Q8VYN9	PR_Q8VYN9
Q71HP2	PR_Q71HP2
P59926	PR_P59926
Q9P289	PR_Q9P289
P21708	PR_P21708
Q9WUA3	PR_Q9WUA3
Q961G1	PR_Q961G1
Q80U49	PR_Q80U49
Q54J20	PR_Q54J20
Q39033	PR_Q39033
O14160	PR_O14160
Q9ZUU9	PR_Q9ZUU9
Q56W59	PR_Q56W59
P33644	PR_P33644
Q9C073	PR_Q9C073
O94461	PR_O94461
Q90888	PR_Q90888
P02112	PR_P02112
P53947	PR_P53947
Q9LZF6	PR_Q9LZF6
Q8W487	PR_Q8W487
P36125	PR_P36125
Q14157	PR_Q14157
Q5XM24	PR_Q5XM24
Q6DI06	PR_Q6DI06
P20788	PR_P20788
F1LMZ8	PR_F1LMZ8
P28473	PR_P28473
P0DN82	PR_P0DN82
Q9HUD0	PR_Q9HUD0
Q90964	PR_Q90964
Q8WZA9	PR_Q8WZA9
Q9Y7T1	PR_Q9Y7T1
Q8BZR0	PR_Q8BZR0
Q66HR5	PR_Q66HR5
P15112	PR_P15112
Q54P63	PR_Q54P63
P76483	PR_P76483
Q49AJ0	PR_Q49AJ0
Q63647	PR_Q63647
Q20222	PR_Q20222
Q76PD2	PR_Q76PD2
Q9P1Y5	PR_Q9P1Y5
Q9WVF9	PR_Q9WVF9
Q8WWQ0	PR_Q8WWQ0
Q869R8	PR_Q869R8
Q54HD2	PR_Q54HD2
Q6ZQF0	PR_Q6ZQF0
Q9CZT6	PR_Q9CZT6
P75892	PR_P75892
Q3E991	PR_Q3E991
Q9H3D4	PR_Q9H3D4
Q9DB16	PR_Q9DB16
P50187	PR_P50187
Q5PP65	PR_Q5PP65
Q9SRX2	PR_Q9SRX2
Q9QY36	PR_Q9QY36
Q98938	PR_Q98938
Q8VZZ4	PR_Q8VZZ4
Q55F42	PR_Q55F42
Q62376	PR_Q62376
P77335	PR_P77335
P78346	PR_P78346
Q9HB65	PR_Q9HB65
Q8BGD4	PR_Q8BGD4
Q6PIV7	PR_Q6PIV7
P25189	PR_P25189
P77247	PR_P77247
Q810C1	PR_Q810C1
Q53FP2	PR_Q53FP2
O64811	PR_O64811
Q06830	PR_Q06830
P07272	PR_P07272
Q9U2T3	PR_Q9U2T3
P43588	PR_P43588
Q9XWS2	PR_Q9XWS2
Q9SAB5	PR_Q9SAB5
Q6P7R8	PR_Q6P7R8
Q9GSB0	PR_Q9GSB0
Q8LC95	PR_Q8LC95
Q9LDE1	PR_Q9LDE1
Q9VBU2	PR_Q9VBU2
Q53H47	PR_Q53H47
P19524	PR_P19524
Q0P5X5	PR_Q0P5X5
P49702	PR_P49702
P25235	PR_P25235
Q8K2U2	PR_Q8K2U2
Q9M2Z1	PR_Q9M2Z1
Q9FZ97	PR_Q9FZ97
P0C0A3	PR_P0C0A3
Q62799	PR_Q62799
Q5ZKF4	PR_Q5ZKF4
Q9WTT7	PR_Q9WTT7
P49429	PR_P49429
Q3B7D9	PR_Q3B7D9
Q9H0Z9	PR_Q9H0Z9
O64973	PR_O64973
Q9D6N5	PR_Q9D6N5
Q00G26	PR_Q00G26
P0DKH5	PR_P0DKH5
Q9QUZ8	PR_Q9QUZ8
Q9Z206	PR_Q9Z206
Q9NQW8	PR_Q9NQW8
Q8BYJ6	PR_Q8BYJ6
Q94F08	PR_Q94F08
Q2FYH5	PR_Q2FYH5
P11230	PR_P11230
A6ZKI3	PR_A6ZKI3
Q7L7L0	PR_Q7L7L0
Q68EM7	PR_Q68EM7
Q93XX4	PR_Q93XX4
P45768	PR_P45768
A7Y7X5	PR_A7Y7X5
Q6VYA3	PR_Q6VYA3
Q23970	PR_Q23970
Q9DAH2	PR_Q9DAH2
P03474	PR_P03474
Q9C8S9	PR_Q9C8S9
P34209	PR_P34209
Q9VQZ6	PR_Q9VQZ6
P45951	PR_P45951
Q6DFV1	PR_Q6DFV1
P02835	PR_P02835
Q8BVF4	PR_Q8BVF4
O74865	PR_O74865
A1L390	PR_A1L390
Q8LGE7	PR_Q8LGE7
P88946	PR_P88946
Q04448	PR_Q04448
Q8VZN1	PR_Q8VZN1
Q13769	PR_Q13769
P31448	PR_P31448
Q7T2E8	PR_Q7T2E8
Q9D0T2	PR_Q9D0T2
P0DMR1	PR_P0DMR1
Q9ER42	PR_Q9ER42
Q09FC8	PR_Q09FC8
P53907	PR_P53907
O14185	PR_O14185
C9WPN6	PR_C9WPN6
Q7Z5J4	PR_Q7Z5J4
Q02013	PR_Q02013
Q9UJA3	PR_Q9UJA3
Q69ZT1	PR_Q69ZT1
Q9VBU8	PR_Q9VBU8
Q8NH37	PR_Q8NH37
P0C7Q8	PR_P0C7Q8
Q9SHP0	PR_Q9SHP0
Q9QXN4	PR_Q9QXN4
Q10353	PR_Q10353
P42773	PR_P42773
Q21122	PR_Q21122
Q2KN97	PR_Q2KN97
Q9VIP8	PR_Q9VIP8
P66251	PR_P66251
A1JS48	PR_A1JS48
P63228	PR_P63228
Q8N5I3	PR_Q8N5I3
P27573	PR_P27573
Q9UQ35	PR_Q9UQ35
Q5A861	PR_Q5A861
Q8N350	PR_Q8N350
Q9D8I3	PR_Q9D8I3
Q09208	PR_Q09208
Q93243	PR_Q93243
Q80XU3	PR_Q80XU3
Q969H4	PR_Q969H4
Q8NGI8	PR_Q8NGI8
Q54U75	PR_Q54U75
Q5ABU7	PR_Q5ABU7
A1Z8N1	PR_A1Z8N1
Q6NYZ6	PR_Q6NYZ6
Q80Y86	PR_Q80Y86
O44440	PR_O44440
Q9PU47	PR_Q9PU47
Q99MS4	PR_Q99MS4
P65643	PR_P65643
Q9M2U0	PR_Q9M2U0
Q99805	PR_Q99805
Q5ZM88	PR_Q5ZM88
P33151	PR_P33151
P38111	PR_P38111
Q5BJN5	PR_Q5BJN5
Q86YW0	PR_Q86YW0
Q9JLC6	PR_Q9JLC6
Q6NZF1	PR_Q6NZF1
Q9VH78	PR_Q9VH78
Q9DB15	PR_Q9DB15
P63082	PR_P63082
Q8NEJ0	PR_Q8NEJ0
P52657	PR_P52657
Q6IDB0	PR_Q6IDB0
O74439	PR_O74439
Q8TDH9	PR_Q8TDH9
P76340	PR_P76340
Q6UXN2	PR_Q6UXN2
Q8RWN0	PR_Q8RWN0
P39829	PR_P39829
Q9UJH8	PR_Q9UJH8
P19878	PR_P19878
Q5A950	PR_Q5A950
Q3V3R1	PR_Q3V3R1
Q9NBX4	PR_Q9NBX4
Q61502	PR_Q61502
Q10487	PR_Q10487
Q00941	PR_Q00941
Q9STN7	PR_Q9STN7
Q9BZG2	PR_Q9BZG2
O70400	PR_O70400
Q9UQ03	PR_Q9UQ03
P50177	PR_P50177
P77608	PR_P77608
Q7ZVG6	PR_Q7ZVG6
Q9H0E3	PR_Q9H0E3
Q969F0	PR_Q969F0
Q68FN9	PR_Q68FN9
O95199	PR_O95199
Q5ZKN1	PR_Q5ZKN1
P34930	PR_P34930
Q68EH9	PR_Q68EH9
Q93743	PR_Q93743
Q9CQU0	PR_Q9CQU0
O94270	PR_O94270
Q2FW12	PR_Q2FW12
Q9W462	PR_Q9W462
Q9LIP3	PR_Q9LIP3
Q8K1J6	PR_Q8K1J6
P51557	PR_P51557
Q9VF27	PR_Q9VF27
Q8VZE2	PR_Q8VZE2
P46578	PR_P46578
Q9C5I1	PR_Q9C5I1
B3H5R0	PR_B3H5R0
P08970	PR_P08970
Q7SXW6	PR_Q7SXW6
Q9SPG9	PR_Q9SPG9
Q9D136	PR_Q9D136
Q96M11	PR_Q96M11
P24251	PR_P24251
Q7KIN0	PR_Q7KIN0
Q6VMQ6	PR_Q6VMQ6
Q5ABC6	PR_Q5ABC6
P53394	PR_P53394
Q92535	PR_Q92535
P31032	PR_P31032
Q9FY66	PR_Q9FY66
Q5F489	PR_Q5F489
B1WC68	PR_B1WC68
P97440	PR_P97440
Q8N7N5	PR_Q8N7N5
Q9FM88	PR_Q9FM88
Q8BGW1	PR_Q8BGW1
Q8W110	PR_Q8W110
P54114	PR_P54114
P38146	PR_P38146
P35571	PR_P35571
O74480	PR_O74480
P75989	PR_P75989
P08111	PR_P08111
Q923X9	PR_Q923X9
Q80XI6	PR_Q80XI6
Q9C501	PR_Q9C501
Q9JIX8	PR_Q9JIX8
P46156	PR_P46156
Q712G6	PR_Q712G6
Q95ZW1	PR_Q95ZW1
Q96D31	PR_Q96D31
P40154	PR_P40154
Q9D387	PR_Q9D387
Q2FXC5	PR_Q2FXC5
Q570Q8	PR_Q570Q8
Q9D8V0	PR_Q9D8V0
P0AAP1	PR_P0AAP1
Q9LEX5	PR_Q9LEX5
Q0A443	PR_Q0A443
Q3TTL0	PR_Q3TTL0
Q8S929	PR_Q8S929
P22804	PR_P22804
Q9Y3M9	PR_Q9Y3M9
P14164	PR_P14164
Q6AYF6	PR_Q6AYF6
P87059	PR_P87059
P40568	PR_P40568
Q9HVY2	PR_Q9HVY2
Q6DHQ1	PR_Q6DHQ1
P56373	PR_P56373
Q8K0U3	PR_Q8K0U3
P46153	PR_P46153
Q9W1X8	PR_Q9W1X8
P49642	PR_P49642
Q8K2H4	PR_Q8K2H4
P0ADL6	PR_P0ADL6
Q5T2E6	PR_Q5T2E6
B3H4F1	PR_B3H4F1
Q76V10	PR_Q76V10
Q8BGW9	PR_Q8BGW9
Q9V817	PR_Q9V817
O35264	PR_O35264
G3V9M2	PR_G3V9M2
Q91WN1	PR_Q91WN1
Q4V6K4	PR_Q4V6K4
Q96WW6	PR_Q96WW6
P06310	PR_P06310
Q9Y5P4	PR_Q9Y5P4
Q6GVH4	PR_Q6GVH4
Q7YWY7	PR_Q7YWY7
Q9UUC6	PR_Q9UUC6
Q1LUS5	PR_Q1LUS5
C1P602	PR_C1P602
Q8TCG2	PR_Q8TCG2
Q921W0	PR_Q921W0
O95166	PR_O95166
Q54BK0	PR_Q54BK0
Q93VH9	PR_Q93VH9
Q32Q92	PR_Q32Q92
Q53H82	PR_Q53H82
P32029	PR_P32029
P76081	PR_P76081
Q9NR16	PR_Q9NR16
Q9M2I2	PR_Q9M2I2
Q9LW29	PR_Q9LW29
Q9SCV5	PR_Q9SCV5
Q08969	PR_Q08969
Q42527	PR_Q42527
Q9W3D3	PR_Q9W3D3
Q62394	PR_Q62394
Q551B5	PR_Q551B5
Q15633	PR_Q15633
Q9Z125	PR_Q9Z125
Q9UTK4	PR_Q9UTK4
Q966A0	PR_Q966A0
Q503V0	PR_Q503V0
O00159	PR_O00159
Q9M1E6	PR_Q9M1E6
P05459	PR_P05459
Q60736	PR_Q60736
Q94JY0	PR_Q94JY0
Q9LW32	PR_Q9LW32
A1ZAG8	PR_A1ZAG8
P70555	PR_P70555
Q5I034	PR_Q5I034
Q3HM39	PR_Q3HM39
Q7A0F6	PR_Q7A0F6
C4B8C5	PR_C4B8C5
O73671	PR_O73671
Q9WTT6	PR_Q9WTT6
Q9SRH4	PR_Q9SRH4
Q9UKM9	PR_Q9UKM9
P32566	PR_P32566
Q9P779	PR_Q9P779
O35969	PR_O35969
Q06389	PR_Q06389
Q9N3G1	PR_Q9N3G1
P49019	PR_P49019
P76546	PR_P76546
Q05955	PR_Q05955
P06610	PR_P06610
Q2V315	PR_Q2V315
Q9FUY2	PR_Q9FUY2
Q61103	PR_Q61103
Q46911	PR_Q46911
P41912	PR_P41912
Q9SL43	PR_Q9SL43
O48726	PR_O48726
P08432	PR_P08432
O08727	PR_O08727
Q86Z23	PR_Q86Z23
P47129	PR_P47129
Q8VXZ9	PR_Q8VXZ9
Q9SVP6	PR_Q9SVP6
Q32Q05	PR_Q32Q05
O94443	PR_O94443
Q9C0Z8	PR_Q9C0Z8
Q01780	PR_Q01780
Q06689	PR_Q06689
P41162	PR_P41162
P31058	PR_P31058
Q9LMT0	PR_Q9LMT0
Q9XUB2	PR_Q9XUB2
Q9H0J9	PR_Q9H0J9
P58500	PR_P58500
Q9LMR5	PR_Q9LMR5
P11859	PR_P11859
O88831	PR_O88831
O75626	PR_O75626
R4JNM3	PR_R4JNM3
P10082	PR_P10082
O22975	PR_O22975
P31600	PR_P31600
Q5ZJB4	PR_Q5ZJB4
Q66H42	PR_Q66H42
Q5A5U9	PR_Q5A5U9
Q9SZ46	PR_Q9SZ46
P77400	PR_P77400
Q10015	PR_Q10015
Q8BNL5	PR_Q8BNL5
O14173	PR_O14173
Q96PQ1	PR_Q96PQ1
Q9P7C3	PR_Q9P7C3
P39176	PR_P39176
Q4ZMP6	PR_Q4ZMP6
O15090	PR_O15090
Q43128	PR_Q43128
Q92YN8	PR_Q92YN8
Q9LYT1	PR_Q9LYT1
P40976	PR_P40976
Q27593	PR_Q27593
A0A2R8Y619	PR_A0A2R8Y619
Q96QC0	PR_Q96QC0
Q59S59	PR_Q59S59
Q42556	PR_Q42556
Q9VAS7	PR_Q9VAS7
Q5ZJU0	PR_Q5ZJU0
P76063	PR_P76063
Q9Y337	PR_Q9Y337
P39877	PR_P39877
Q5XFX8	PR_Q5XFX8
Q09019	PR_Q09019
P0ABJ1	PR_P0ABJ1
Q9JHX0	PR_Q9JHX0
C6Y4B9	PR_C6Y4B9
O08672	PR_O08672
Q19189	PR_Q19189
Q23862	PR_Q23862
Q54F89	PR_Q54F89
P0C0T2	PR_P0C0T2
Q01909	PR_Q01909
Q6NT16	PR_Q6NT16
Q5F448	PR_Q5F448
Q6P9Q4	PR_Q6P9Q4
Q8C0D0	PR_Q8C0D0
Q9UKR8	PR_Q9UKR8
Q8NFT2	PR_Q8NFT2
Q9M0J5	PR_Q9M0J5
O60126	PR_O60126
Q9H0V1	PR_Q9H0V1
P0AGH8	PR_P0AGH8
P07330	PR_P07330
Q3UR97	PR_Q3UR97
P41225	PR_P41225
Q18007	PR_Q18007
O43184	PR_O43184
P33734	PR_P33734
P0ACL9	PR_P0ACL9
Q839F1	PR_Q839F1
P38757	PR_P38757
O49318	PR_O49318
Q8K370	PR_Q8K370
Q7XZP5	PR_Q7XZP5
Q6IMK0	PR_Q6IMK0
Q9SB31	PR_Q9SB31
P55068	PR_P55068
Q9VTJ8	PR_Q9VTJ8
Q06332	PR_Q06332
O31504	PR_O31504
P17861	PR_P17861
O82286	PR_O82286
Q5TZF3	PR_Q5TZF3
Q9STS7	PR_Q9STS7
Q6IUP3	PR_Q6IUP3
Q5PNP1	PR_Q5PNP1
Q6AYT4	PR_Q6AYT4
Q9P6K7	PR_Q9P6K7
P31271	PR_P31271
P41374	PR_P41374
Q9VEI3	PR_Q9VEI3
Q9WUK4	PR_Q9WUK4
Q8BIR2	PR_Q8BIR2
Q5U2T1	PR_Q5U2T1
Q9US12	PR_Q9US12
O43609	PR_O43609
Q0HD50	PR_Q0HD50
Q09TK9	PR_Q09TK9
P29830	PR_P29830
P0DJT1	PR_P0DJT1
A6NGR9	PR_A6NGR9
Q9UJD0	PR_Q9UJD0
Q9FGY9	PR_Q9FGY9
Q54GC8	PR_Q54GC8
Q61371	PR_Q61371
P53352	PR_P53352
O80762	PR_O80762
Q9M039	PR_Q9M039
Q66K66	PR_Q66K66
Q5TF58	PR_Q5TF58
Q6SPF0	PR_Q6SPF0
Q10356	PR_Q10356
P35172	PR_P35172
Q55G59	PR_Q55G59
Q84M97	PR_Q84M97
Q33DR2	PR_Q33DR2
P22738	PR_P22738
Q9P2H5	PR_Q9P2H5
Q9ZNS6	PR_Q9ZNS6
Q9SUE7	PR_Q9SUE7
Q9HDV2	PR_Q9HDV2
A6NGY1	PR_A6NGY1
Q8NIL3	PR_Q8NIL3
O43361	PR_O43361
P0ACG8	PR_P0ACG8
Q00684	PR_Q00684
Q32MZ4	PR_Q32MZ4
Q8WUF5	PR_Q8WUF5
Q9LZ78	PR_Q9LZ78
Q81J43	PR_Q81J43
Q3U7R1	PR_Q3U7R1
Q9STK8	PR_Q9STK8
Q9LUS9	PR_Q9LUS9
P38871	PR_P38871
Q9LTS7	PR_Q9LTS7
Q9FZ81	PR_Q9FZ81
Q86I14	PR_Q86I14
A6NCL1	PR_A6NCL1
P69503	PR_P69503
Q96N96	PR_Q96N96
Q5F4C4	PR_Q5F4C4
Q9WVH4	PR_Q9WVH4
Q63008	PR_Q63008
O17731	PR_O17731
Q9UUH3	PR_Q9UUH3
Q8N9I9	PR_Q8N9I9
Q5RKI7	PR_Q5RKI7
Q9H237	PR_Q9H237
P10662	PR_P10662
P02515	PR_P02515
Q18885	PR_Q18885
Q9CZS3	PR_Q9CZS3
P38435	PR_P38435
P0A460	PR_P0A460
Q22670	PR_Q22670
Q9DCV3	PR_Q9DCV3
Q9LXQ0	PR_Q9LXQ0
A2ALW5	PR_A2ALW5
Q8L9A9	PR_Q8L9A9
Q9HDV5	PR_Q9HDV5
Q96JM2	PR_Q96JM2
P21527	PR_P21527
Q9Y6J3	PR_Q9Y6J3
P47063	PR_P47063
Q969K4	PR_Q969K4
Q07666	PR_Q07666
P51150	PR_P51150
F4K2F0	PR_F4K2F0
P66619	PR_P66619
O22184	PR_O22184
Q09764	PR_Q09764
Q6HA09	PR_Q6HA09
E9Q9A9	PR_E9Q9A9
Q9JKT9	PR_Q9JKT9
Q8K2I3	PR_Q8K2I3
Q8VDG3	PR_Q8VDG3
B1APH4	PR_B1APH4
Q9ZWB8	PR_Q9ZWB8
Q20443	PR_Q20443
Q92900	PR_Q92900
P40084	PR_P40084
Q6QI06	PR_Q6QI06
Q12980	PR_Q12980
O22832	PR_O22832
Q60I27	PR_Q60I27
Q5VT28	PR_Q5VT28
Q7PLI7	PR_Q7PLI7
Q54SH7	PR_Q54SH7
Q4QQV3	PR_Q4QQV3
P76516	PR_P76516
O82772	PR_O82772
Q8BH18	PR_Q8BH18
Q54PK4	PR_Q54PK4
Q9SIY5	PR_Q9SIY5
P42766	PR_P42766
O61892	PR_O61892
Q8N4M7	PR_Q8N4M7
Q6AZ60	PR_Q6AZ60
Q07395	PR_Q07395
Q9UR06	PR_Q9UR06
Q8C1E7	PR_Q8C1E7
Q16890	PR_Q16890
Q99MN9	PR_Q99MN9
Q54EJ5	PR_Q54EJ5
Q11115	PR_Q11115
Q9R1K9	PR_Q9R1K9
Q502B3	PR_Q502B3
P34069	PR_P34069
P91341	PR_P91341
Q9FJS2	PR_Q9FJS2
Q3ECD0	PR_Q3ECD0
P13956	PR_P13956
Q9C758	PR_Q9C758
Q93VH6	PR_Q93VH6
Q8RV04	PR_Q8RV04
C0RJH6	PR_C0RJH6
Q9LZ08	PR_Q9LZ08
P87111	PR_P87111
P43125	PR_P43125
Q8BUM9	PR_Q8BUM9
O95257	PR_O95257
Q5ALW7	PR_Q5ALW7
Q9UKP4	PR_Q9UKP4
Q9VU35	PR_Q9VU35
P41273	PR_P41273
O35144	PR_O35144
A2RU30	PR_A2RU30
Q9M3G7	PR_Q9M3G7
Q17RM4	PR_Q17RM4
Q5TAB7	PR_Q5TAB7
Q6PFG8	PR_Q6PFG8
Q61838	PR_Q61838
P38737	PR_P38737
Q9USW0	PR_Q9USW0
Q12791	PR_Q12791
O43026	PR_O43026
E7FFN7	PR_E7FFN7
Q54NM4	PR_Q54NM4
Q8NG77	PR_Q8NG77
Q96FF9	PR_Q96FF9
Q8BV49	PR_Q8BV49
Q9Z0H7	PR_Q9Z0H7
Q08912	PR_Q08912
A0A061ACU2	PR_A0A061ACU2
P0AEP3	PR_P0AEP3
Q8C5W3	PR_Q8C5W3
O14450	PR_O14450
Q9H5N1	PR_Q9H5N1
Q86L28	PR_Q86L28
P60893	PR_P60893
Q8BWG8	PR_Q8BWG8
Q17345	PR_Q17345
O14756	PR_O14756
P22466	PR_P22466
Q8CIN7	PR_Q8CIN7
P0CE54	PR_P0CE54
P25453	PR_P25453
P05896	PR_P05896
Q7JRJ1	PR_Q7JRJ1
Q9FGN3	PR_Q9FGN3
Q9VTU3	PR_Q9VTU3
O13297	PR_O13297
Q9DCM0	PR_Q9DCM0
Q4KM91	PR_Q4KM91
Q12471	PR_Q12471
P0ADT5	PR_P0ADT5
P15621	PR_P15621
Q9LU47	PR_Q9LU47
Q8BZB2	PR_Q8BZB2
E1BTF5	PR_E1BTF5
Q09456	PR_Q09456
P04224	PR_P04224
Q99575	PR_Q99575
O62301	PR_O62301
P07909	PR_P07909
Q8CEZ0	PR_Q8CEZ0
O88602	PR_O88602
Q9LPP4	PR_Q9LPP4
Q9ZQZ8	PR_Q9ZQZ8
P47900	PR_P47900
Q09740	PR_Q09740
Q640L5	PR_Q640L5
Q5ZIU9	PR_Q5ZIU9
O54743	PR_O54743
P39969	PR_P39969
Q8TF21	PR_Q8TF21
Q9H228	PR_Q9H228
P34500	PR_P34500
Q5XIQ7	PR_Q5XIQ7
Q99590	PR_Q99590
Q23125	PR_Q23125
Q92ZT1	PR_Q92ZT1
B0G159	PR_B0G159
P35137	PR_P35137
Q9W3J5	PR_Q9W3J5
O88512	PR_O88512
Q54LF2	PR_Q54LF2
Q6AXM7	PR_Q6AXM7
P33412	PR_P33412
Q96CG3	PR_Q96CG3
Q5AJC1	PR_Q5AJC1
B4DZS4	PR_B4DZS4
P00942	PR_P00942
Q9Y2K5	PR_Q9Y2K5
P0AB18	PR_P0AB18
Q684P5	PR_Q684P5
Q9WU79	PR_Q9WU79
P46150	PR_P46150
