Protein.uniprotID	Protein.proID
Q9H0I3	PR_Q9H0I3
P83528	PR_P83528
Q8S8H9	PR_Q8S8H9
P28565	PR_P28565
P67244	PR_P67244
Q1EC69	PR_Q1EC69
Q3UIA2	PR_Q3UIA2
Q7L0Y3	PR_Q7L0Y3
Q19505	PR_Q19505
P53020	PR_P53020
Q58015	PR_Q58015
Q5ZJD3	PR_Q5ZJD3
Q9Y5F1	PR_Q9Y5F1
Q8CGU4	PR_Q8CGU4
P26270	PR_P26270
P57722	PR_P57722
P02775	PR_P02775
Q6IF42	PR_Q6IF42
G5ED41	PR_G5ED41
Q2FZV7	PR_Q2FZV7
P22083	PR_P22083
Q9C9G7	PR_Q9C9G7
Q8N2C3	PR_Q8N2C3
Q559M9	PR_Q559M9
Q9ZWD1	PR_Q9ZWD1
Q9UTK5	PR_Q9UTK5
Q9HBE4	PR_Q9HBE4
Q8LPH6	PR_Q8LPH6
F4JLS0	PR_F4JLS0
Q9STM7	PR_Q9STM7
P0A6I9	PR_P0A6I9
C7LE97	PR_C7LE97
Q8T2A7	PR_Q8T2A7
Q5U2Q3	PR_Q5U2Q3
Q9H106	PR_Q9H106
P47810	PR_P47810
P58365	PR_P58365
Q04869	PR_Q04869
P37691	PR_P37691
Q67201	PR_Q67201
P46935	PR_P46935
Q8R424	PR_Q8R424
Q32MW3	PR_Q32MW3
Q9UNE7	PR_Q9UNE7
Q00788	PR_Q00788
Q9JMI9	PR_Q9JMI9
P77182	PR_P77182
P65807	PR_P65807
P51145	PR_P51145
Q9LJS2	PR_Q9LJS2
P17858	PR_P17858
Q1ECU7	PR_Q1ECU7
Q23229	PR_Q23229
Q6X9T7	PR_Q6X9T7
P63260	PR_P63260
Q5AA09	PR_Q5AA09
P19317	PR_P19317
Q99062	PR_Q99062
A8MRK3	PR_A8MRK3
Q9Y2L9	PR_Q9Y2L9
Q9FIM2	PR_Q9FIM2
Q9HAU4	PR_Q9HAU4
Q96GA3	PR_Q96GA3
P47947	PR_P47947
Q08041	PR_Q08041
Q10195	PR_Q10195
O60087	PR_O60087
Q9CYS6	PR_Q9CYS6
Q61830	PR_Q61830
Q8CH19	PR_Q8CH19
Q2FY55	PR_Q2FY55
B0G195	PR_B0G195
P34493	PR_P34493
Q8NGT2	PR_Q8NGT2
P21369	PR_P21369
P55157	PR_P55157
P45888	PR_P45888
O48851	PR_O48851
Q54MQ9	PR_Q54MQ9
Q8STF6	PR_Q8STF6
P61823	PR_P61823
Q93382	PR_Q93382
Q91WT8	PR_Q91WT8
Q5M7T2	PR_Q5M7T2
P53747	PR_P53747
Q06567	PR_Q06567
Q8G069	PR_Q8G069
Q9BUB5	PR_Q9BUB5
Q80ZE4	PR_Q80ZE4
P0DMV2	PR_P0DMV2
O43175	PR_O43175
Q944Q6	PR_Q944Q6
G2TRL3	PR_G2TRL3
O46199	PR_O46199
Q8K4I7	PR_Q8K4I7
Q9NW61	PR_Q9NW61
Q693B1	PR_Q693B1
Q84WU8	PR_Q84WU8
Q9JJH2	PR_Q9JJH2
P0C894	PR_P0C894
Q9ENX6	PR_Q9ENX6
A0AVT1	PR_A0AVT1
Q67179	PR_Q67179
Q86TE4	PR_Q86TE4
Q9IAL7	PR_Q9IAL7
Q924X2	PR_Q924X2
Q9FMV5	PR_Q9FMV5
Q91V64	PR_Q91V64
P05706	PR_P05706
Q9LK18	PR_Q9LK18
O14291	PR_O14291
Q0VCX2	PR_Q0VCX2
P27838	PR_P27838
E9PYY5	PR_E9PYY5
P61407	PR_P61407
Q99JP0	PR_Q99JP0
P0CU25	PR_P0CU25
P31806	PR_P31806
D3YZP9	PR_D3YZP9
Q8K124	PR_Q8K124
O23593	PR_O23593
Q54HE3	PR_Q54HE3
Q6GQN0	PR_Q6GQN0
Q6NW40	PR_Q6NW40
A6NJB7	PR_A6NJB7
Q18493	PR_Q18493
P75820	PR_P75820
O64773	PR_O64773
P20933	PR_P20933
O22216	PR_O22216
Q05610	PR_Q05610
P32152	PR_P32152
Q9C6S5	PR_Q9C6S5
Q8K2P6	PR_Q8K2P6
Q10134	PR_Q10134
Q9JM59	PR_Q9JM59
P55828	PR_P55828
Q14AT2	PR_Q14AT2
Q9LXM8	PR_Q9LXM8
O88967	PR_O88967
Q9Y3Q8	PR_Q9Y3Q8
P59622	PR_P59622
Q9FFF6	PR_Q9FFF6
Q9ZUI8	PR_Q9ZUI8
Q18490	PR_Q18490
P47988	PR_P47988
Q4V7C4	PR_Q4V7C4
P0DO00	PR_P0DO00
Q8IZ41	PR_Q8IZ41
Q8VYK4	PR_Q8VYK4
Q9H6P5	PR_Q9H6P5
Q4V8B3	PR_Q4V8B3
A3CK73	PR_A3CK73
P0CT43	PR_P0CT43
Q8WUD6	PR_Q8WUD6
O89117	PR_O89117
P40425	PR_P40425
B2RY50	PR_B2RY50
P38900	PR_P38900
A3KPF5	PR_A3KPF5
Q9D8B4	PR_Q9D8B4
P40504	PR_P40504
Q9Z1E3	PR_Q9Z1E3
A4D2P6	PR_A4D2P6
A9JR56	PR_A9JR56
P34285	PR_P34285
Q21193	PR_Q21193
Q55FF3	PR_Q55FF3
Q9N4A7	PR_Q9N4A7
Q6IE14	PR_Q6IE14
Q08687	PR_Q08687
Q7M6Y2	PR_Q7M6Y2
D3ZUG8	PR_D3ZUG8
Q9VGH1	PR_Q9VGH1
Q55BR6	PR_Q55BR6
Q9QXY4	PR_Q9QXY4
P50405	PR_P50405
Q11189	PR_Q11189
A2BFP5	PR_A2BFP5
Q2VNE6	PR_Q2VNE6
Q7L1W4	PR_Q7L1W4
Q39089	PR_Q39089
P30974	PR_P30974
Q09320	PR_Q09320
Q61644	PR_Q61644
Q8VI47	PR_Q8VI47
Q6TXG9	PR_Q6TXG9
Q9ZTC3	PR_Q9ZTC3
Q92956	PR_Q92956
P52488	PR_P52488
Q9VXL4	PR_Q9VXL4
Q84WJ9	PR_Q84WJ9
Q9M8X4	PR_Q9M8X4
O89086	PR_O89086
Q5XIF5	PR_Q5XIF5
Q9WU22	PR_Q9WU22
Q8R2K7	PR_Q8R2K7
Q9V3I5	PR_Q9V3I5
P37751	PR_P37751
P0ACC3	PR_P0ACC3
Q68G75	PR_Q68G75
Q9HGL1	PR_Q9HGL1
Q9LT91	PR_Q9LT91
P70348	PR_P70348
Q24592	PR_Q24592
A8WFJ9	PR_A8WFJ9
P43332	PR_P43332
Q6ZQY3	PR_Q6ZQY3
Q9Y3C8	PR_Q9Y3C8
Q9ZBQ8	PR_Q9ZBQ8
Q0VAM2	PR_Q0VAM2
Q7Z3I7	PR_Q7Z3I7
O81037	PR_O81037
Q8BJN4	PR_Q8BJN4
Q561T9	PR_Q561T9
P38290	PR_P38290
P40363	PR_P40363
Q9C658	PR_Q9C658
P0ACK8	PR_P0ACK8
Q7Y232	PR_Q7Y232
Q6AYH5	PR_Q6AYH5
P75988	PR_P75988
P34997	PR_P34997
O54929	PR_O54929
P55285	PR_P55285
Q7Y224	PR_Q7Y224
Q8QZW2	PR_Q8QZW2
Q2FZ71	PR_Q2FZ71
Q9H8W5	PR_Q9H8W5
I6V1W0	PR_I6V1W0
P01558	PR_P01558
Q01593	PR_Q01593
Q9CZW5	PR_Q9CZW5
O02300	PR_O02300
Q5A119	PR_Q5A119
P46995	PR_P46995
P22891	PR_P22891
Q5SWX8	PR_Q5SWX8
P09913	PR_P09913
P08219	PR_P08219
Q645M5	PR_Q645M5
P0C2C4	PR_P0C2C4
Q9SLC4	PR_Q9SLC4
Q9ZV06	PR_Q9ZV06
P07478	PR_P07478
Q75JU2	PR_Q75JU2
F4JJJ3	PR_F4JJJ3
P82743	PR_P82743
Q9N363	PR_Q9N363
Q8WVT3	PR_Q8WVT3
Q03124	PR_Q03124
Q93V85	PR_Q93V85
Q86ME2	PR_Q86ME2
P31399	PR_P31399
Q8IH00	PR_Q8IH00
Q6P1Y1	PR_Q6P1Y1
P18581	PR_P18581
P22415	PR_P22415
Q9VNU3	PR_Q9VNU3
Q54WN7	PR_Q54WN7
P0AA19	PR_P0AA19
P12694	PR_P12694
Q66K64	PR_Q66K64
P43488	PR_P43488
Q2M385	PR_Q2M385
Q9SIK2	PR_Q9SIK2
Q9SV23	PR_Q9SV23
Q9UKI8	PR_Q9UKI8
Q9LVU1	PR_Q9LVU1
Q9Y6G3	PR_Q9Y6G3
P25997	PR_P25997
P9WPV3	PR_P9WPV3
Q6P2K6	PR_Q6P2K6
O42653	PR_O42653
O23169	PR_O23169
Q9VPT1	PR_Q9VPT1
Q9UNP9	PR_Q9UNP9
Q91VA1	PR_Q91VA1
O60154	PR_O60154
P34230	PR_P34230
O35049	PR_O35049
A0A0H3G5U9	PR_A0A0H3G5U9
G5ECJ6	PR_G5ECJ6
A0AQW4	PR_A0AQW4
Q9SX78	PR_Q9SX78
P37209	PR_P37209
Q9LP03	PR_Q9LP03
Q6TU45	PR_Q6TU45
P0A9Y9	PR_P0A9Y9
Q8NCA9	PR_Q8NCA9
Q66MI6	PR_Q66MI6
B2RX12	PR_B2RX12
P35572	PR_P35572
Q9M263	PR_Q9M263
Q9HGQ2	PR_Q9HGQ2
P26440	PR_P26440
Q9P2X0	PR_Q9P2X0
Q921X9	PR_Q921X9
Q7K0D8	PR_Q7K0D8
P19536	PR_P19536
Q04679	PR_Q04679
P0AC88	PR_P0AC88
P40940	PR_P40940
Q54QT7	PR_Q54QT7
Q54KZ7	PR_Q54KZ7
Q9FNJ1	PR_Q9FNJ1
P75793	PR_P75793
Q9Y6G9	PR_Q9Y6G9
O04376	PR_O04376
P40528	PR_P40528
Q9QYE6	PR_Q9QYE6
Q9NPC7	PR_Q9NPC7
Q19204	PR_Q19204
Q9FM14	PR_Q9FM14
E7FBR1	PR_E7FBR1
Q329K7	PR_Q329K7
Q5U3Y9	PR_Q5U3Y9
P97532	PR_P97532
P54397	PR_P54397
Q02589	PR_Q02589
Q54BM2	PR_Q54BM2
Q55EY1	PR_Q55EY1
A6H8T2	PR_A6H8T2
Q63341	PR_Q63341
P53925	PR_P53925
E7F5E1	PR_E7F5E1
Q9SR15	PR_Q9SR15
F4IXT6	PR_F4IXT6
Q55BA5	PR_Q55BA5
P0ACR9	PR_P0ACR9
Q93364	PR_Q93364
O43345	PR_O43345
P57681	PR_P57681
Q9FWR4	PR_Q9FWR4
Q80SY6	PR_Q80SY6
P53194	PR_P53194
Q8C1P2	PR_Q8C1P2
P43597	PR_P43597
P10759	PR_P10759
P32905	PR_P32905
P0CF91	PR_P0CF91
Q6DFZ6	PR_Q6DFZ6
P39083	PR_P39083
P0CF43	PR_P0CF43
Q80Z29	PR_Q80Z29
P45758	PR_P45758
Q09896	PR_Q09896
P34120	PR_P34120
P25659	PR_P25659
Q3UHE1	PR_Q3UHE1
O49006	PR_O49006
A0KQY3	PR_A0KQY3
Q6VBQ8	PR_Q6VBQ8
P05109	PR_P05109
P25368	PR_P25368
Q64324	PR_Q64324
Q2FV87	PR_Q2FV87
Q3TZX3	PR_Q3TZX3
Q38951	PR_Q38951
Q67Y69	PR_Q67Y69
Q3KRE6	PR_Q3KRE6
Q2FZI6	PR_Q2FZI6
Q08220	PR_Q08220
O35889	PR_O35889
Q966Q9	PR_Q966Q9
O75093	PR_O75093
Q9M817	PR_Q9M817
O65684	PR_O65684
Q14093	PR_Q14093
Q9CY02	PR_Q9CY02
Q7TSJ6	PR_Q7TSJ6
P0AG24	PR_P0AG24
O70156	PR_O70156
Q9FKT8	PR_Q9FKT8
Q9LPJ2	PR_Q9LPJ2
A6U854	PR_A6U854
Q9SIE1	PR_Q9SIE1
Q9CQM9	PR_Q9CQM9
P38079	PR_P38079
Q9SYL8	PR_Q9SYL8
Q90ZL2	PR_Q90ZL2
P20270	PR_P20270
P25657	PR_P25657
P68187	PR_P68187
Q9JJ89	PR_Q9JJ89
Q8TDM6	PR_Q8TDM6
P75728	PR_P75728
Q13287	PR_Q13287
Q5VT03	PR_Q5VT03
P37344	PR_P37344
Q9SHT2	PR_Q9SHT2
P43897	PR_P43897
Q9CWP4	PR_Q9CWP4
Q13072	PR_Q13072
A2VD23	PR_A2VD23
Q9NRR6	PR_Q9NRR6
Q8BYM7	PR_Q8BYM7
Q8LG77	PR_Q8LG77
J3S6Y1	PR_J3S6Y1
F4JRP8	PR_F4JRP8
O13690	PR_O13690
P0AEL6	PR_P0AEL6
Q99KW9	PR_Q99KW9
Q8C0S4	PR_Q8C0S4
P37902	PR_P37902
Q08761	PR_Q08761
P0DJ93	PR_P0DJ93
O75427	PR_O75427
P42940	PR_P42940
O35381	PR_O35381
Q7TSE9	PR_Q7TSE9
Q94CK3	PR_Q94CK3
P54672	PR_P54672
P76270	PR_P76270
O60999	PR_O60999
Q8WYL5	PR_Q8WYL5
A0A0H3G295	PR_A0A0H3G295
P35413	PR_P35413
Q19317	PR_Q19317
O74478	PR_O74478
Q9C5X9	PR_Q9C5X9
P06801	PR_P06801
Q6B0B8	PR_Q6B0B8
P0CU01	PR_P0CU01
Q54BH5	PR_Q54BH5
Q62413	PR_Q62413
Q8TAZ6	PR_Q8TAZ6
Q2V2P5	PR_Q2V2P5
P52735	PR_P52735
P00746	PR_P00746
P38238	PR_P38238
Q7ZVA0	PR_Q7ZVA0
Q9LQL2	PR_Q9LQL2
Q9XWQ1	PR_Q9XWQ1
Q80YN3	PR_Q80YN3
Q6P1M3	PR_Q6P1M3
Q9P2J2	PR_Q9P2J2
Q91X83	PR_Q91X83
Q55CW0	PR_Q55CW0
Q84JK2	PR_Q84JK2
P14175	PR_P14175
Q86IV4	PR_Q86IV4
Q9H5K3	PR_Q9H5K3
Q9FL89	PR_Q9FL89
Q8CF82	PR_Q8CF82
Q920B6	PR_Q920B6
Q2MKA7	PR_Q2MKA7
Q9SUJ1	PR_Q9SUJ1
F6P0H3	PR_F6P0H3
P0ACC7	PR_P0ACC7
Q5BK10	PR_Q5BK10
Q96F25	PR_Q96F25
P24604	PR_P24604
Q9UJX6	PR_Q9UJX6
P02776	PR_P02776
Q9NQ50	PR_Q9NQ50
Q9JK53	PR_Q9JK53
Q99550	PR_Q99550
Q3UV70	PR_Q3UV70
K8ERU3	PR_K8ERU3
Q08CM4	PR_Q08CM4
P39382	PR_P39382
Q9UGC7	PR_Q9UGC7
O48573	PR_O48573
Q6DBY2	PR_Q6DBY2
Q5ZML5	PR_Q5ZML5
Q8NDP4	PR_Q8NDP4
Q9MAG3	PR_Q9MAG3
Q56XJ7	PR_Q56XJ7
Q9ZQR6	PR_Q9ZQR6
F1LQY6	PR_F1LQY6
P78330	PR_P78330
Q9BYD5	PR_Q9BYD5
Q9WU72	PR_Q9WU72
Q96B97	PR_Q96B97
Q6GQV7	PR_Q6GQV7
A7TZE6	PR_A7TZE6
O13883	PR_O13883
O89026	PR_O89026
A4L9P8	PR_A4L9P8
Q9VVR1	PR_Q9VVR1
P27577	PR_P27577
Q99969	PR_Q99969
Q8CWQ9	PR_Q8CWQ9
Q9JII5	PR_Q9JII5
Q9NEX2	PR_Q9NEX2
A0A0G2JMI3	PR_A0A0G2JMI3
B0B912	PR_B0B912
P02599	PR_P02599
A5I6G4	PR_A5I6G4
Q9JHU3	PR_Q9JHU3
P06737	PR_P06737
Q9LIF1	PR_Q9LIF1
Q719N3	PR_Q719N3
Q63327	PR_Q63327
P14653	PR_P14653
Q5T1H1	PR_Q5T1H1
Q62875	PR_Q62875
Q91YJ5	PR_Q91YJ5
Q9CY50	PR_Q9CY50
Q5NCX5	PR_Q5NCX5
P59375	PR_P59375
P0A978	PR_P0A978
Q5T681	PR_Q5T681
Q8LDW8	PR_Q8LDW8
P77541	PR_P77541
B5BP46	PR_B5BP46
Q8VDA1	PR_Q8VDA1
P28305	PR_P28305
O35658	PR_O35658
Q6ZW61	PR_Q6ZW61
Q46257	PR_Q46257
P0A091	PR_P0A091
Q9V444	PR_Q9V444
Q75JC9	PR_Q75JC9
Q99JI1	PR_Q99JI1
P53276	PR_P53276
Q41188	PR_Q41188
P0AC13	PR_P0AC13
Q8RY71	PR_Q8RY71
Q3E835	PR_Q3E835
P01344	PR_P01344
Q9P789	PR_Q9P789
Q61129	PR_Q61129
Q8GWU7	PR_Q8GWU7
Q8QZY4	PR_Q8QZY4
Q45689	PR_Q45689
Q1PFA6	PR_Q1PFA6
Q8VIH8	PR_Q8VIH8
P42745	PR_P42745
P28178	PR_P28178
Q77W49	PR_Q77W49
Q9LIB9	PR_Q9LIB9
Q19213	PR_Q19213
O60098	PR_O60098
Q10172	PR_Q10172
O34967	PR_O34967
P36594	PR_P36594
Q8VYJ7	PR_Q8VYJ7
O65272	PR_O65272
Q8RWG8	PR_Q8RWG8
Q9SK02	PR_Q9SK02
O65657	PR_O65657
Q6R8G7	PR_Q6R8G7
P20472	PR_P20472
Q8C3B8	PR_Q8C3B8
Q944H2	PR_Q944H2
Q9Y2V7	PR_Q9Y2V7
Q14833	PR_Q14833
P00787	PR_P00787
Q9C912	PR_Q9C912
P01859	PR_P01859
Q09720	PR_Q09720
Q7T006	PR_Q7T006
P16432	PR_P16432
Q498D6	PR_Q498D6
P9WK17	PR_P9WK17
Q62293	PR_Q62293
Q8NGZ2	PR_Q8NGZ2
Q9VUT8	PR_Q9VUT8
Q9SYM5	PR_Q9SYM5
Q8K0Y7	PR_Q8K0Y7
Q4R1S0	PR_Q4R1S0
Q9SK82	PR_Q9SK82
Q9STG6	PR_Q9STG6
Q96I36	PR_Q96I36
Q9WTR7	PR_Q9WTR7
Q8IYD8	PR_Q8IYD8
Q7KV22	PR_Q7KV22
Q9U2A8	PR_Q9U2A8
F4K956	PR_F4K956
Q8VYS5	PR_Q8VYS5
P50851	PR_P50851
P03877	PR_P03877
P19414	PR_P19414
O13775	PR_O13775
P59647	PR_P59647
P0AE34	PR_P0AE34
Q96LA5	PR_Q96LA5
C0HL64	PR_C0HL64
P0ACF0	PR_P0ACF0
Q5ZIZ4	PR_Q5ZIZ4
Q04902	PR_Q04902
Q91XQ5	PR_Q91XQ5
Q96S37	PR_Q96S37
P0ABH0	PR_P0ABH0
Q42431	PR_Q42431
Q1ZXA5	PR_Q1ZXA5
A0A0U1RR37	PR_A0A0U1RR37
O23561	PR_O23561
Q8K2Q5	PR_Q8K2Q5
O35827	PR_O35827
Q9CPW5	PR_Q9CPW5
P03772	PR_P03772
Q09557	PR_Q09557
P06399	PR_P06399
Q13637	PR_Q13637
O00515	PR_O00515
Q6MFY8	PR_Q6MFY8
Q9T0E4	PR_Q9T0E4
B3EWG5	PR_B3EWG5
Q4V8A6	PR_Q4V8A6
Q5FIZ7	PR_Q5FIZ7
P62632	PR_P62632
Q9SS80	PR_Q9SS80
Q10088	PR_Q10088
Q55G10	PR_Q55G10
O54783	PR_O54783
P61249	PR_P61249
P53032	PR_P53032
Q7DDM0	PR_Q7DDM0
O61199	PR_O61199
Q95QW4	PR_Q95QW4
Q9LFR1	PR_Q9LFR1
O57275	PR_O57275
Q9ZT81	PR_Q9ZT81
Q4V908	PR_Q4V908
Q0WUG6	PR_Q0WUG6
Q8L9J7	PR_Q8L9J7
Q53RY4	PR_Q53RY4
P85970	PR_P85970
Q9HBJ7	PR_Q9HBJ7
Q59QW5	PR_Q59QW5
Q06349	PR_Q06349
O15484	PR_O15484
Q9LK03	PR_Q9LK03
Q9UQW9	PR_Q9UQW9
O44572	PR_O44572
P51422	PR_P51422
Q00519	PR_Q00519
Q9CYH5	PR_Q9CYH5
P40986	PR_P40986
Q5ZKL7	PR_Q5ZKL7
P46875	PR_P46875
Q75JP5	PR_Q75JP5
P46062	PR_P46062
P25619	PR_P25619
P67869	PR_P67869
Q9LU14	PR_Q9LU14
Q9LPM2	PR_Q9LPM2
A0A075B6N2	PR_A0A075B6N2
Q9CQQ0	PR_Q9CQQ0
Q09013	PR_Q09013
Q969T4	PR_Q969T4
O15552	PR_O15552
Q9BZG8	PR_Q9BZG8
Q9JKD9	PR_Q9JKD9
Q9LIQ6	PR_Q9LIQ6
Q54MY9	PR_Q54MY9
Q9FY93	PR_Q9FY93
Q63772	PR_Q63772
Q9BWM7	PR_Q9BWM7
Q5BJA5	PR_Q5BJA5
Q99PZ6	PR_Q99PZ6
P07192	PR_P07192
Q84X07	PR_Q84X07
P10084	PR_P10084
Q0WPX7	PR_Q0WPX7
P52553	PR_P52553
O08875	PR_O08875
Q96LT6	PR_Q96LT6
Q06668	PR_Q06668
Q9ZWT1	PR_Q9ZWT1
Q940S5	PR_Q940S5
Q20PL7	PR_Q20PL7
Q5U3Z3	PR_Q5U3Z3
Q86Z02	PR_Q86Z02
Q9VQ93	PR_Q9VQ93
O14093	PR_O14093
Q84JQ4	PR_Q84JQ4
O24621	PR_O24621
Q1PE15	PR_Q1PE15
Q89MW4	PR_Q89MW4
P23880	PR_P23880
Q9HE16	PR_Q9HE16
Q9DA60	PR_Q9DA60
Q8NEQ6	PR_Q8NEQ6
Q8BLU0	PR_Q8BLU0
Q5RZ65	PR_Q5RZ65
P57748	PR_P57748
Q8IV16	PR_Q8IV16
P49632	PR_P49632
P17342	PR_P17342
P15254	PR_P15254
P0C2G1	PR_P0C2G1
Q8TGT9	PR_Q8TGT9
Q9VPR4	PR_Q9VPR4
H2KYS3	PR_H2KYS3
Q9Y3A6	PR_Q9Y3A6
Q5AKU3	PR_Q5AKU3
P61208	PR_P61208
Q9LT67	PR_Q9LT67
F4KIL8	PR_F4KIL8
H2KYS8	PR_H2KYS8
Q54FP4	PR_Q54FP4
F4HTM3	PR_F4HTM3
O59677	PR_O59677
Q5EB97	PR_Q5EB97
Q08469	PR_Q08469
Q62447	PR_Q62447
Q7ZV82	PR_Q7ZV82
Q12133	PR_Q12133
F0JAI6	PR_F0JAI6
P07464	PR_P07464
Q4V7D2	PR_Q4V7D2
Q924K2	PR_Q924K2
Q8AWZ2	PR_Q8AWZ2
Q61606	PR_Q61606
Q6N043	PR_Q6N043
Q6SLE7	PR_Q6SLE7
A8K4G0	PR_A8K4G0
Q9JJH5	PR_Q9JJH5
Q54JJ6	PR_Q54JJ6
Q01071	PR_Q01071
Q62108	PR_Q62108
A4FUN9	PR_A4FUN9
P54351	PR_P54351
Q93086	PR_Q93086
P9WH65	PR_P9WH65
P56706	PR_P56706
Q99698	PR_Q99698
P0A8R7	PR_P0A8R7
Q4PSJ7	PR_Q4PSJ7
P29752	PR_P29752
P52485	PR_P52485
Q07418	PR_Q07418
Q62KI5	PR_Q62KI5
Q9LVA7	PR_Q9LVA7
Q3TA38	PR_Q3TA38
Q8YBK0	PR_Q8YBK0
Q6IN38	PR_Q6IN38
Q9D0Y8	PR_Q9D0Y8
Q6AWW0	PR_Q6AWW0
P0AGI1	PR_P0AGI1
Q6DGJ1	PR_Q6DGJ1
P00729	PR_P00729
Q06632	PR_Q06632
Q9UKA8	PR_Q9UKA8
Q54D05	PR_Q54D05
Q9SKQ0	PR_Q9SKQ0
Q8T869	PR_Q8T869
Q62896	PR_Q62896
Q9DB76	PR_Q9DB76
P36405	PR_P36405
Q5ZHW7	PR_Q5ZHW7
Q9SL48	PR_Q9SL48
P34250	PR_P34250
Q54BL9	PR_Q54BL9
Q9Y4Z2	PR_Q9Y4Z2
P19516	PR_P19516
Q14103	PR_Q14103
Q9DFS4	PR_Q9DFS4
P50652	PR_P50652
Q55A39	PR_Q55A39
P30043	PR_P30043
B4URD7	PR_B4URD7
Q8BYM8	PR_Q8BYM8
A0A385XJL4	PR_A0A385XJL4
O43353	PR_O43353
D3ZRU1	PR_D3ZRU1
Q9VWL5	PR_Q9VWL5
P66175	PR_P66175
P93301	PR_P93301
Q6IF00	PR_Q6IF00
Q3URJ8	PR_Q3URJ8
Q10934	PR_Q10934
P19182	PR_P19182
Q9NZR2	PR_Q9NZR2
Q9Y219	PR_Q9Y219
A0A2R9YJI3	PR_A0A2R9YJI3
P24288	PR_P24288
Q9SX26	PR_Q9SX26
Q9M2J7	PR_Q9M2J7
Q5SW25	PR_Q5SW25
Q9FI48	PR_Q9FI48
Q9UIG0	PR_Q9UIG0
Q9QZS6	PR_Q9QZS6
Q9UL36	PR_Q9UL36
Q5U208	PR_Q5U208
A5A627	PR_A5A627
Q8TEU7	PR_Q8TEU7
Q9H4M7	PR_Q9H4M7
Q9Z1J3	PR_Q9Z1J3
O60225	PR_O60225
Q9SAC6	PR_Q9SAC6
Q9R0N9	PR_Q9R0N9
P01767	PR_P01767
Q9UQF0	PR_Q9UQF0
Q7TSX9	PR_Q7TSX9
Q9Z0X1	PR_Q9Z0X1
P12369	PR_P12369
Q9WV95	PR_Q9WV95
Q90972	PR_Q90972
Q5ZLC7	PR_Q5ZLC7
P02091	PR_P02091
Q8NG84	PR_Q8NG84
Q9WVL2	PR_Q9WVL2
A5I6F4	PR_A5I6F4
P28827	PR_P28827
O22967	PR_O22967
Q9VD26	PR_Q9VD26
Q9FG36	PR_Q9FG36
Q06339	PR_Q06339
O81836	PR_O81836
P01705	PR_P01705
D0PV95	PR_D0PV95
O48741	PR_O48741
O15533	PR_O15533
Q9VW57	PR_Q9VW57
Q576X0	PR_Q576X0
Q5U2M7	PR_Q5U2M7
P0A484	PR_P0A484
Q86I32	PR_Q86I32
Q6UXA7	PR_Q6UXA7
Q920H1	PR_Q920H1
O73775	PR_O73775
P31639	PR_P31639
Q8IU53	PR_Q8IU53
P31947	PR_P31947
P22219	PR_P22219
Q54SN4	PR_Q54SN4
Q9BPX7	PR_Q9BPX7
P40886	PR_P40886
Q9WU70	PR_Q9WU70
Q1PUD2	PR_Q1PUD2
Q8JZM2	PR_Q8JZM2
A0JQ11	PR_A0JQ11
B0G172	PR_B0G172
Q1LY84	PR_Q1LY84
Q818E1	PR_Q818E1
P50583	PR_P50583
Q566S6	PR_Q566S6
P38740	PR_P38740
Q06211	PR_Q06211
P37765	PR_P37765
P51672	PR_P51672
P61150	PR_P61150
Q9JLH6	PR_Q9JLH6
Q01819	PR_Q01819
Q9EZ08	PR_Q9EZ08
Q8N1E6	PR_Q8N1E6
P77622	PR_P77622
P43487	PR_P43487
Q9H7Z3	PR_Q9H7Z3
Q494Q2	PR_Q494Q2
P9WHA9	PR_P9WHA9
P06282	PR_P06282
Q542V6	PR_Q542V6
Q9D938	PR_Q9D938
P43351	PR_P43351
O88876	PR_O88876
Q9JJV2	PR_Q9JJV2
Q2G0X0	PR_Q2G0X0
O09100	PR_O09100
Q8C3J5	PR_Q8C3J5
Q9Y7K1	PR_Q9Y7K1
Q3U1T3	PR_Q3U1T3
Q28838	PR_Q28838
P27835	PR_P27835
P40544	PR_P40544
O13945	PR_O13945
Q2V4A6	PR_Q2V4A6
P30953	PR_P30953
Q0KK55	PR_Q0KK55
Q9UT62	PR_Q9UT62
P18424	PR_P18424
O94646	PR_O94646
Q66L42	PR_Q66L42
Q54BX5	PR_Q54BX5
P38077	PR_P38077
A0A0A6YYJ7	PR_A0A0A6YYJ7
Q6NZZ3	PR_Q6NZZ3
P77268	PR_P77268
Q8IYD2	PR_Q8IYD2
Q9VCI5	PR_Q9VCI5
Q9FKC6	PR_Q9FKC6
P39060	PR_P39060
F4I8K2	PR_F4I8K2
Q04396	PR_Q04396
Q6ZMM2	PR_Q6ZMM2
Q9UKF2	PR_Q9UKF2
Q20140	PR_Q20140
P91851	PR_P91851
Q04922	PR_Q04922
Q9XW15	PR_Q9XW15
Q9UMZ3	PR_Q9UMZ3
D3ZDJ2	PR_D3ZDJ2
Q8IZ13	PR_Q8IZ13
A8MYB1	PR_A8MYB1
P31254	PR_P31254
Q98SH2	PR_Q98SH2
Q9WVL7	PR_Q9WVL7
Q8TFG0	PR_Q8TFG0
P76555	PR_P76555
Q54WT7	PR_Q54WT7
Q5TBC7	PR_Q5TBC7
Q8LLD4	PR_Q8LLD4
P53331	PR_P53331
P75810	PR_P75810
Q5SWW4	PR_Q5SWW4
