Phenotype.umls	Phenotype.hpoID
1686	HP_0100571
168811	HP_0100003
168829	HP_0030406
168956	HP_0001880
168960	HP_0006733
168960	HP_0004808
169139	HP_0005432
170	HP_0002224
171	HP_0030151
171	HP_0030991
171676	HP_0006970
171871	HP_0008242
171876	HP_0008242
171901	HP_0012192
171918	HP_0012190
172	HP_0001406
1772	HP_0000133
178	HP_0010762
178029	HP_0000863
178029	HP_0000873
178040	HP_0000826
178382	HP_0001838
178389	HP_0011002
178389	HP_0011001
178536	HP_0045038
18	HP_0008341
18	HP_0002049
18	HP_0001947
180	HP_0001139
180086	HP_0003762
180122	HP_0003762
180134	HP_0000813
180139	HP_0000013
180154	HP_0001153
180157	HP_0008740
180160	HP_0000145
180226	HP_0002888
180226	HP_0012174
180226	HP_0030692
180226	HP_0009592
180242	HP_0030394
180250	HP_0100013
180250	HP_0003002
180253	HP_0010619
180257	HP_0003002
180824	HP_0002894
181	HP_0007529
181	HP_0007607
181	HP_0000968
181	HP_0007476
181	HP_0001057
181371	HP_0100651
181376	HP_0000819
181376	HP_0005978
181387	HP_0000839
181387	HP_0008213
181387	HP_0000044
181387	HP_0000871
181387	HP_0040075
181393	HP_0003510
181396	HP_0000821
181399	HP_0000836
181405	HP_0000829
181408	HP_0000843
181412	HP_0000840
181415	HP_0011736
181419	HP_0004319
181422	HP_0003077
181428	HP_0012184
182040	HP_0001908
182040	HP_0001915
182040	HP_0012133
182067	HP_0100006
182067	HP_0100836
182067	HP_0030692
182067	HP_0009733
182067	HP_0002888
182067	HP_0012174
182067	HP_0009592
182070	HP_0002180
182090	HP_0002092
182095	HP_0006530
182095	HP_0006515
182127	HP_0100620
182127	HP_0002898
182130	HP_0040192
182130	HP_0100568
182130	HP_0100634
183660	HP_0004430
183669	HP_0004432
183669	HP_0004313
183675	HP_0004315
184	HP_0100777
1848	HP_0010958
1848	HP_0000110
1848	HP_0000104
185	HP_0005160
185	HP_0030680
185	HP_0010772
185	HP_0001627
185	HP_0011626
1851	HP_0000003
1851	HP_0000110
186	HP_0002613
1878	HP_0003560
188	HP_0030005
1880	HP_0010316
1885	HP_0001083
189	HP_0000968
189	HP_0007529
190	HP_0007898
1910	HP_0005990
1910	HP_0008245
1910	HP_0008251
1910	HP_0002930
1910	HP_0008191
1910	HP_0008188
1910	HP_0000851
1929	HP_0002383
1930	HP_0012302
1931	HP_0002084
1931	HP_0007330
1931	HP_0002085
1931	HP_0011815
1942	HP_0011170
1957	HP_0030068
1987	HP_0003097
1991	HP_0000204
199241	HP_0005954
199244	HP_0003118
199244	HP_0008291
199267	HP_0025197
199296	HP_0011748
199302	HP_0000204
199306	HP_0000202
199647	HP_0006888
199647	HP_0002084
199647	HP_0011815
2004	HP_0008751
201	HP_0500009
2014	HP_0000193
2014	HP_0410005
2014	HP_0410032
2014	HP_0000185
2014	HP_0000175
2017	HP_0010309
2022	HP_0001706
2024	HP_0000169
2030	HP_0012316
2030	HP_0100244
2032	HP_0002206
2032	HP_0031950
2037	HP_0011604
2038	HP_0004952
2052	HP_0000201
2052	HP_0009914
2052	HP_0011332
2053	HP_0000201
2053	HP_0009914
206484	HP_0000150
206644	HP_0003560
206644	HP_0006785
206644	HP_0008970
206966	HP_0003737
206976	HP_0007215
206976	HP_0003768
206982	HP_0002859
206982	HP_0100244
206982	HP_0012034
206982	HP_0006747
206982	HP_0030448
206982	HP_0012316
206982	HP_0012268
206982	HP_0100243
206982	HP_0006779
206982	HP_0100242
206982	HP_0006743
206988	HP_0009071
206988	HP_0100614
207	HP_0004439
2073	HP_0002524
2073	HP_0030050
209	HP_0000973
209	HP_0007477
209	HP_0010490
209981	HP_0001935
210122	HP_0011726
210128	HP_0012237
210141	HP_0001264
210141	HP_0100021
211	HP_0031024
211237	HP_0100742
211247	HP_0005306
211247	HP_0000957
211247	HP_0001048
211247	HP_0025104
211247	HP_0001052
211252	HP_0012721
211266	HP_0100026
2113	HP_0002444
212	HP_0003153
212	HP_0003643
212	HP_0003235
2128	HP_0001528
2130	HP_0009827
2130	HP_0009829
2130	HP_0010497
2134	HP_0005575
213500	HP_0100615
213504	HP_0100615
213564	HP_0010784
213625	HP_0002891
2137	HP_0200120
213772	HP_0030079
213772	HP_0030159
2138	HP_0010459
2138	HP_0012861
214	HP_0003131
2140	HP_0002036
2140	HP_0000776
215	HP_0007642
2151	HP_0003006
2157	HP_0010906
2157	HP_0002927
2158	HP_0010906
2158	HP_0002927
2162	HP_0000201
2162	HP_0006988
2162	HP_0009914
2162	HP_0002139
2162	HP_0001360
216675	HP_0001669
216694	HP_0011540
217	HP_0001305
217071	HP_0005584
217071	HP_0006766
217071	HP_0009726
217071	HP_0006770
217074	HP_0002894
217382	HP_0012446
217569	HP_0001639
217604	HP_0001644
217632	HP_0001723
217656	HP_0011724
2177	HP_0031882
2177	HP_0007227
2177	HP_0001302
2177	HP_0001339
2177	HP_0002335
2177	HP_0006818
2177	HP_0002324
2182	HP_0000238
219	HP_0003560
2197	HP_0002150
2199	HP_0007404
2199	HP_0007559
2199	HP_0000982
2199	HP_0007435
2199	HP_0000972
2203	HP_0003150
2203	HP_0002161
220386	HP_0006870
220386	HP_0000201
220386	HP_0006988
220386	HP_0009914
220386	HP_0002139
220386	HP_0001360
220386	HP_0002507
2207	HP_0008200
2207	HP_0008208
2209	HP_0004923
2209	HP_0005982
221	HP_0009071
221	HP_0100614
221061	HP_0012481
221091	HP_0100661
221106	HP_0000317
2220	HP_0004780
223	HP_0009806
223727	HP_0002669
223735	HP_0012539
223735	HP_0002665
223735	HP_0030069
2239	HP_0008211
2248	HP_0004383
2257	HP_0030707
226298	HP_0008245
227535	HP_0100013
227796	HP_0030642
227796	HP_0000547
227796	HP_0000580
227796	HP_0000510
228113	HP_0010447
228165	HP_0006918
228312	HP_0001890
228429	HP_0009125
229	HP_0004942
229	HP_0012180
229	HP_0012727
229	HP_0200146
229	HP_0031649
2291	HP_0000220
229717	HP_0004432
229717	HP_0004313
2299	HP_0011611
2301	HP_0004389
2301	HP_0002590
2312	HP_0006579
2312	HP_0003265
231720	HP_0000839
231720	HP_0008213
231720	HP_0000871
231720	HP_0000044
231720	HP_0040075
233	HP_0009921
2337	HP_0007404
2343	HP_0002676
2345	HP_0004602
2356	HP_0100702
2357	HP_0100730
2368	HP_0010866
2368	HP_0001543
2373	HP_0001601
2374	HP_0005950
2378	HP_0010689
2380	HP_0005743
238468	HP_0007529
238468	HP_0007607
238468	HP_0000968
238468	HP_0007476
238468	HP_0001057
238510	HP_0005523
238547	HP_0001901
238583	HP_0004923
238670	HP_0008237
240	HP_0003067
2406	HP_0002445
2406	HP_0002273
2406	HP_0002510
2415	HP_0100764
242	HP_0008668
2430	HP_0000158
244	HP_0012265
2440	HP_0100257
2442	HP_0005523
2444	HP_0010959
2445	HP_0001719
2445	HP_0011658
2445	HP_0011611
2456	HP_0002558
2462	HP_0001363
2462	HP_0000243
2462	HP_0000263
2462	HP_0000262
2462	HP_0005458
247	HP_0011724
247203	HP_0005584
247203	HP_0006766
247203	HP_0009726
247203	HP_0006770
247651	HP_0003239
2477	HP_0001355
247834	HP_0030636
248308	HP_0001928
248308	HP_0003256
248408	HP_0008169
248408	HP_0003225
249	HP_0010734
249	HP_0010735
2494	HP_0005246
2495	HP_0002858
2497	HP_0003022
250923	HP_0000526
251	HP_0002652
251	HP_0002654
251287	HP_0011504
251558	HP_0030063
251582	HP_0030063
251589	HP_0002888
251589	HP_0012174
251589	HP_0030692
251589	HP_0009592
251592	HP_0009592
251604	HP_0009592
251618	HP_0009718
251618	HP_0009592
251623	HP_0002888
251623	HP_0012174
251623	HP_0011754
251623	HP_0030692
251623	HP_0009592
251627	HP_0012174
251627	HP_0030692
251627	HP_0009733
251636	HP_0002888
251643	HP_0002888
251651	HP_0009733
251656	HP_0009733
251679	HP_0030063
251863	HP_0030065
251863	HP_0030070
251863	HP_0002885
251870	HP_0030065
251870	HP_0030070
251870	HP_0002885
251870	HP_0030061
251877	HP_0006747
251880	HP_0002885
251880	HP_0030066
251880	HP_0030065
251880	HP_0030070
251883	HP_0030065
251883	HP_0030070
251883	HP_0002885
251883	HP_0030061
251883	HP_0030066
251883	HP_0030071
251899	HP_0030392
251899	HP_0200022
251909	HP_0010799
251909	HP_0030407
251909	HP_0030694
251909	HP_0030408
251909	HP_0030693
251912	HP_0030407
251937	HP_0003005
251992	HP_0003005
252054	HP_0010797
252164	HP_0100008
252164	HP_0009588
252175	HP_0100008
252175	HP_0009588
252175	HP_0009589
253	HP_0002655
254	HP_0002657
254857	HP_0009069
2549	HP_0000201
2549	HP_0009914
2549	HP_0011332
255	HP_0001304
256	HP_0001304
2612	HP_0010815
2612	HP_0010816
2612	HP_0003764
2612	HP_0010817
262	HP_0006685
263	HP_0006785
263413	HP_0200058
263425	HP_0009920
264	HP_0003560
2665	HP_0100881
267	HP_0003560
2678	HP_0007565
2678	HP_0000957
268173	HP_0010911
268184	HP_0010911
268369	HP_0010301
268369	HP_0002414
268369	HP_0002475
268369	HP_0030709
2686	HP_0040289
268744	HP_0010301
268744	HP_0002414
268744	HP_0002475
268744	HP_0030709
268813	HP_0002475
268813	HP_0030709
268817	HP_0006888
268817	HP_0002084
268817	HP_0011815
268823	HP_0002085
268829	HP_0011817
268865	HP_0030725
268882	HP_0007099
268920	HP_0001355
268936	HP_0002139
268943	HP_0006927
268950	HP_0002539
268994	HP_0032051
268994	HP_0032052
268994	HP_0032053
269	HP_0003560
269	HP_0006785
269	HP_0008970
2695	HP_0011803
2750	HP_0000201
2750	HP_0009914
275517	HP_0005523
275555	HP_0100602
275555	HP_0100603
275766	HP_0002092
275777	HP_0002092
276	HP_0005387
276	HP_0004430
276142	HP_0100684
2762	HP_0025027
276399	HP_0009798
2764	HP_0010886
2781	HP_0011001
2781	HP_0011002
279882	HP_0010533
279882	HP_0002521
279882	HP_0011097
279914	HP_0012124
2807	HP_0200022
2807	HP_0030392
280886	HP_0012121
280886	HP_0001094
280886	HP_0000554
280892	HP_0012424
280892	HP_0012123
280898	HP_0012121
280898	HP_0000554
281122	HP_0007479
281122	HP_0007431
282	HP_0002145
2841	HP_0000973
2841	HP_0007477
2841	HP_0010490
284385	HP_0001406
284435	HP_0045041
284804	HP_0001107
2853	HP_0009771
288	HP_0004445
2884	HP_0007443
2884	HP_0007544
2889	HP_0003777
289465	HP_0007455
289596	HP_0030429
289596	HP_0010615
289846	HP_0003343
289857	HP_0008288
289902	HP_0003535
2901	HP_0045054
29073	HP_0006775
290849	HP_0012288
2909	HP_0000973
2909	HP_0007477
2909	HP_0010490
2913	HP_0010442
2924	HP_0006706
2924	HP_0006557
2930	HP_0200008
294057	HP_0003764
294925	HP_0009827
294971	HP_0003057
294975	HP_0009829
295014	HP_0030084
295014	HP_0040019
295034	HP_0005191
295049	HP_0010484
295229	HP_0005191
296	HP_0005701
296	HP_0002762
2964	HP_0000303
2965	HP_0040278
2965	HP_0006767
2965	HP_0011761
2965	HP_0012342
2965	HP_0012341
2965	HP_0000870
2967	HP_0100502
2970	HP_0004392
2982	HP_0010458
2987	HP_0009760
2989	HP_0001059
30	HP_0003218
3002	HP_0001973
300345	HP_0002725
300385	HP_0011763
300385	HP_0040277
300385	HP_0002893
3005	HP_0100255
300557	HP_0031524
300751	HP_0001644
300912	HP_0045038
301	HP_0002888
3022	HP_0007607
3022	HP_0007476
3027	HP_0010305
3033	HP_0008660
30391	HP_0005248
30391	HP_0005912
30391	HP_0005242
304055	HP_0002893
304055	HP_0040277
306498	HP_0500009
306633	HP_0100574
306633	HP_0001080
306636	HP_0002896
306636	HP_0012028
306636	HP_0002884
306636	HP_0001402
306661	HP_0000934
306715	HP_0002072
306715	HP_0007166
306773	HP_0002267
307141	HP_0000982
307141	HP_0007404
307141	HP_0007435
307141	HP_0000972
307148	HP_0000982
307148	HP_0007404
307148	HP_0007435
307148	HP_0000972
308	HP_0002123
308386	HP_0003570
308993	HP_0040302
309147	HP_0003348
30925	HP_0000863
30925	HP_0000873
309294	HP_0012068
309310	HP_0002652
31153	HP_0003233
31153	HP_0008181
31153	HP_0010981
31153	HP_0001927
31154	HP_0003563
312	HP_0007475
3129	HP_0010896
313	HP_0007479
313	HP_0007431
3135	HP_0010891
314376	HP_0004401
3144	HP_0031026
314473	HP_0010618
314701	HP_0006775
314786	HP_0011761
3148	HP_0100008
3148	HP_0100697
3148	HP_0009588
314928	HP_0002343
3157	HP_0000839
3157	HP_0008213
3157	HP_0000044
3157	HP_0000871
3157	HP_0100842
3157	HP_0040075
3161	HP_0100632
3161	HP_0010960
316226	HP_0002497
3165	HP_0045029
3169	HP_0010497
31740	HP_0006516
317416	HP_0005387
3181	HP_0000912
31837	HP_0006518
3189	HP_0001642
319	HP_0030065
319	HP_0030067
319	HP_0012254
319	HP_0002885
319	HP_0030061
319	HP_0006717
319	HP_0030070
319276	HP_0009726
319276	HP_0006770
319276	HP_0005584
319298	HP_0006766
3193	HP_0004381
319319	HP_0005584
3197	HP_0002267
3198	HP_0002071
3198	HP_0001266
3198	HP_0002134
32	HP_0003343
321	HP_0002762
322	HP_0002836
3221	HP_0002930
324	HP_0001071
324964	HP_0005901
3250	HP_0100264
325448	HP_0000839
325448	HP_0008213
325448	HP_0000044
325448	HP_0000871
325448	HP_0040075
325697	HP_0010458
326	HP_0003225
326	HP_0008169
3265	HP_0003041
3269	HP_0002974
327	HP_0008169
3273	HP_0100243
3273	HP_0006779
3273	HP_0100242
3273	HP_0006747
3273	HP_0006743
3273	HP_0012570
3273	HP_0030448
3273	HP_0012268
328	HP_0008321
3280	HP_0100565
3280	HP_0003396
3283	HP_0011716
3283	HP_0004755
3289	HP_0000679
329	HP_0001929
329984	HP_0100570
330	HP_0004841
3303	HP_0001636
331	HP_0040233
331	HP_0040234
33111	HP_0012192
33226	HP_0005508
3325	HP_0011874
33276	HP_0100726
3337	HP_0001994
33572	HP_0040142
3366	HP_0000243
3384	HP_0001719
3384	HP_0011658
3384	HP_0011611
3394	HP_0100242
3394	HP_0030448
3403	HP_0011724
3406	HP_0100837
34149	HP_0008659
34149	HP_0000090
3416	HP_0002762
3416	HP_0002652
3416	HP_0002655
3416	HP_0005701
3416	HP_0002654
3426	HP_0001719
3427	HP_0011581
3451	HP_0011097
34528	HP_0005567
34533	HP_0007802
34533	HP_0007915
34533	HP_0001131
3467	HP_0010934
35	HP_0003571
35	HP_0003353
35093	HP_0030799
35098	HP_0001357
35099	HP_0000248
35120	HP_0001878
35121	HP_0003239
35125	HP_0010817
35125	HP_0010816
352	HP_0004919
352	HP_0012024
352479	HP_0003560
352740	HP_0001022
353	HP_0003560
353220	HP_0012309
353253	HP_0030811
354	HP_0008166
35612	HP_0000568
35688	HP_0003067
35689	HP_0006802
357027	HP_0012777
357027	HP_0009919
357058	HP_0000973
357058	HP_0007477
357058	HP_0010490
357074	HP_0007477
357074	HP_0000973
357074	HP_0010490
35981	HP_0002126
360	HP_0100006
360	HP_0100836
360	HP_0030692
360	HP_0009733
360	HP_0002888
360	HP_0012174
360	HP_0009592
36204	HP_0002593
363483	HP_0010788
363483	HP_0100616
363483	HP_0100615
363504	HP_0100617
363504	HP_0010788
363504	HP_0100616
363504	HP_0100615
363623	HP_0003560
36397	HP_0001012
363976	HP_0011847
363999	HP_0001790
363999	HP_0001789
364028	HP_0010864
36913	HP_0011771
369840	HP_0003560
370348	HP_0030065
370348	HP_0030070
370348	HP_0030067
370348	HP_0002885
370348	HP_0030061
374	HP_0000201
374	HP_0009914
374	HP_0011332
386	HP_0025519
388	HP_0002251
388	HP_0011286
38874	HP_0003654
39044	HP_0007716
39044	HP_0012054
39044	HP_0011524
391	HP_0012189
391327	HP_0004490
391417	HP_0002072
393	HP_0012861
393	HP_0010459
394	HP_0002156
395	HP_0002156
397685	HP_0000870
398043	HP_0100850
398934	HP_0100615
398961	HP_0100615
399158	HP_0010889
399158	HP_0010885
399164	HP_0010885
399319	HP_0010886
399319	HP_0010890
399319	HP_0040188
402041	HP_0002049
402041	HP_0001947
402075	HP_0001647
402075	HP_0004380
404	HP_0000859
404	HP_0003118
404	HP_0011736
404560	HP_0002861
404560	HP_0001062
404560	HP_0012056
405	HP_0003072
407	HP_0008288
408	HP_0040302
409	HP_0007570
40923	HP_0025188
411501	HP_0002786
411709	HP_0010958
411709	HP_0000110
411709	HP_0000104
411712	HP_0100504
412	HP_0031290
414	HP_0012026
415286	HP_0001343
416	HP_0003159
418	HP_0008258
420611	HP_0005534
422	HP_0002092
423	HP_0002047
423771	HP_0012126
424016	HP_0030439
425	HP_0003233
425	HP_0008181
425	HP_0010981
425	HP_0001927
42738	HP_0005541
42738	HP_0005549
431255	HP_0007269
431272	HP_0009054
431341	HP_0010479
436	HP_0003239
437	HP_0002748
437	HP_0004912
438159	HP_0002960
438266	HP_0002071
438266	HP_0001266
438266	HP_0002134
440987	HP_0011467
442	HP_0005990
442	HP_0008245
442	HP_0008251
442	HP_0002930
442	HP_0008191
442	HP_0008188
442	HP_0000851
443079	HP_0025567
443098	HP_0005890
443236	HP_0001278
443236	HP_0001634
444916	HP_0008242
447	HP_0004818
447771	HP_0030151
447771	HP_0030987
447771	HP_0030991
447777	HP_0010603
447788	HP_0100704
44890	HP_0100723
449	HP_0002896
449	HP_0012028
449	HP_0001402
449	HP_0002884
449266	HP_0011919
450	HP_0030853
450	HP_0001696
451607	HP_0031549
451612	HP_0000579
451612	HP_0001092
45358	HP_0001491
454723	HP_0100615
454750	HP_0002575
457088	HP_0002728
457378	HP_0002652
458718	HP_0006702
46135	HP_0012539
46135	HP_0002665
46135	HP_0030069
46484	HP_0012174
46484	HP_0030692
46484	HP_0009733
46724	HP_0002408
469	HP_0005973
47044	HP_0011797
47044	HP_0006766
47159	HP_0002049
475	HP_0002335
478	HP_0000839
478	HP_0008213
478	HP_0000044
478	HP_0000871
478	HP_0040075
48	HP_0012873
48104	HP_0025452
483	HP_0005527
48471	HP_0001339
488	HP_0030754
488	HP_0012618
488	HP_0010479
48818	HP_0025498
49	HP_0030261
49	HP_0008736
49042	HP_0000694
49042	HP_0000705
49042	HP_0011060
49042	HP_0000703
493342	HP_0410138
49382	HP_0000551
49382	HP_0011521
49382	HP_0007803
49382	HP_0011520
49382	HP_0000642
49382	HP_0000552
494421	HP_0030736
494444	HP_0008619
49566	HP_0005521
496	HP_0007404
498	HP_0100837
49804	HP_0012309
49827	HP_0001629
49827	HP_0001750
5	HP_0100950
500478	HP_0012182
50251	HP_0100001
50251	HP_0100002
511	HP_0010911
513	HP_0006727
513	HP_0006721
514	HP_0004845
51577	HP_0007260
517	HP_0004820
518	HP_0006733
519	HP_0006733
519	HP_0004808
52	HP_0100839
520	HP_0004836
521	HP_0005506
521	HP_0012325
521	HP_0012209
521	HP_0012324
523	HP_0007437
52416	HP_0012539
52416	HP_0002665
52416	HP_0030069
52417	HP_0045038
52427	HP_0030642
52427	HP_0000547
52427	HP_0000580
52427	HP_0000510
52688	HP_0002863
52759	HP_0002633
528	HP_0009125
528	HP_0009064
528	HP_0009059
53	HP_0011002
53035	HP_0006706
530838	HP_0007404
53372	HP_0012462
536	HP_0002725
53715	HP_0003761
538	HP_0012798
538931	HP_0005523
538963	HP_0005523
54	HP_0001107
541507	HP_0011637
542	HP_0012192
54260	HP_0030682
54272	HP_0012028
543	HP_0012539
543	HP_0002665
543	HP_0030080
543	HP_0030069
54370	HP_0000793
54370	HP_0004746
544	HP_0012539
544	HP_0002665
544	HP_0030069
545	HP_0012539
545	HP_0012191
545	HP_0002665
545	HP_0030069
54595	HP_0030062
547	HP_0012539
547	HP_0002665
547	HP_0030069
55	HP_0001022
552	HP_0004904
553	HP_0003118
55595	HP_0003560
557	HP_0012732
55880	HP_0006765
56044	HP_0100575
562	HP_0010734
562	HP_0010735
56425	HP_0001890
566	HP_0007728
567	HP_0001719
567	HP_0011333
567	HP_0011658
567	HP_0011611
56965	HP_0001283
570	HP_0000201
570	HP_0009914
570	HP_0007188
570	HP_0011332
572	HP_0004430
576	HP_0012068
576	HP_0003264
579	HP_0000943
58040	HP_0011846
582	HP_0002652
59135	HP_0003560
59298	HP_0006918
593	HP_0003715
59315	HP_0031913
599	HP_0006785
599	HP_0003741
60015	HP_0004423
609	HP_0003560
609	HP_0003741
609	HP_0006785
616	HP_0030065
616	HP_0030070
616	HP_0002885
617	HP_0008676
62	HP_0003560
624	HP_0005306
624	HP_0000957
624	HP_0001048
624	HP_0025104
624	HP_0001052
626	HP_0005600
626	HP_0025510
631	HP_0000839
631	HP_0008213
631	HP_0040075
631	HP_0000044
631	HP_0000871
63260	HP_0030770
633	HP_0003510
63440	HP_0001363
63440	HP_0000243
63440	HP_0000263
63440	HP_0000262
63440	HP_0005458
63443	HP_0006753
63443	HP_0012126
635	HP_0003006
637	HP_0100008
637	HP_0009588
637	HP_0009589
642	HP_0000763
64720	HP_0100243
64740	HP_0100027
64742	HP_0100528
64743	HP_0031015
65285	HP_0500009
654	HP_0002667
655	HP_0008659
655	HP_0000090
65681	HP_0003250
65681	HP_0000148
65683	HP_0032046
65683	HP_0032051
660	HP_0001539
660	HP_0001537
661	HP_0010535
663	HP_0000590
663	HP_0000544
66529	HP_0011665
66646	HP_0200151
66646	HP_0100495
668	HP_0002669
67038	HP_0005550
671	HP_0010541
672	HP_0002444
675	HP_0001734
676	HP_0001733
676	HP_0006280
676	HP_0100027
676	HP_0001735
677	HP_0100757
680	HP_0007215
680	HP_0003768
681	HP_0007215
681	HP_0003768
682	HP_0007215
682	HP_0003768
68356	HP_0002415
68362	HP_0002617
68363	HP_0001332
68363	HP_0002310
68363	HP_0004373
68363	HP_0100660
68363	HP_0001304
68402	HP_0001300
68411	HP_0010622
69	HP_0011034
69078	HP_0100243
69078	HP_0006779
69078	HP_0012034
69078	HP_0006747
69078	HP_0006743
69078	HP_0012268
69723	HP_0003231
70	HP_0006959
700	HP_0007418
701	HP_0002289
702	HP_0003269
70476	HP_0007879
70482	HP_0011459
70482	HP_0100751
70567	HP_0030153
70573	HP_0030357
70587	HP_0002643
708	HP_0000659
71203	HP_0001973
71209	HP_0002859
71209	HP_0100244
71209	HP_0012034
71209	HP_0031459
71209	HP_0006747
71209	HP_0030448
71209	HP_0012316
71209	HP_0012268
71209	HP_0100243
71209	HP_0006779
71209	HP_0100242
71209	HP_0006743
71213	HP_0011513
71213	HP_0030508
716	HP_0004923
716	HP_0005982
718	HP_0000201
718	HP_0009914
71862	HP_0000556
726	HP_0006918
731	HP_0002612
73256	HP_0030064
734	HP_0001975
734	HP_0001872
735	HP_0200044
741	HP_0004764
741	HP_0001634
745	HP_0100724
745	HP_0004855
745	HP_0005543
745	HP_0001976
746	HP_0100950
75249	HP_0001723
753	HP_0000054
753	HP_0008736
75374	HP_0030511
75377	HP_0001139
75381	HP_0040049
75381	HP_0011505
75382	HP_0007642
754	HP_0000135
754	HP_0000026
75564	HP_0004828
756	HP_0008242
75790	HP_0009886
77240	HP_0001004
77243	HP_0100695
77296	HP_0004438
77298	HP_0001126
77298	HP_0000568
780	HP_0002859
782	HP_0000659
782	HP_0000558
790	HP_0012777
790	HP_0009919
79093	HP_0002390
791	HP_0000547
791	HP_0000580
791	HP_0000510
79126	HP_0002206
79128	HP_0006527
79140	HP_0030447
79143	HP_0001798
79152	HP_0200044
79254	HP_0004923
79254	HP_0005982
79255	HP_0008166
793	HP_0005901
79314	HP_0040147
79314	HP_0040144
79354	HP_0007479
79354	HP_0008064
79354	HP_0007431
79364	HP_0001596
79364	HP_0002293
79365	HP_0001007
79365	HP_0000998
79368	HP_0001597
79373	HP_0000968
79375	HP_0000953
79376	HP_0001010
79379	HP_0011276
79383	HP_0001004
79384	HP_0001025
79394	HP_0007479
79394	HP_0007431
79410	HP_0012221
79414	HP_0010815
79414	HP_0010816
79414	HP_0003764
79414	HP_0010817
79444	HP_0000852
79452	HP_0001004
79455	HP_0007583
79455	HP_0200151
79455	HP_0100495
79456	HP_0200151
79456	HP_0100495
79457	HP_0200151
79457	HP_0100495
79486	HP_0000476
79486	HP_0010878
79493	HP_0031024
79495	HP_0004540
79506	HP_0012184
797	HP_0004431
799	HP_0010636
801	HP_0100324
803	HP_0006802
803	HP_0007354
812	HP_0012068
82	HP_0001976
82	HP_0004855
82	HP_0100724
82	HP_0004936
82	HP_0005543
823	HP_0010301
823	HP_0002414
823	HP_0002475
823	HP_0030709
824	HP_0011974
83461	HP_0007707
83463	HP_0008551
83463	HP_0009892
83468	HP_0012062
83471	HP_0005359
839	HP_0000100
839	HP_0008677
839	HP_0012579
841	HP_0012035
842	HP_0100617
842	HP_0010788
842	HP_0100616
842	HP_0100615
844	HP_0001716
849	HP_0001975
849	HP_0001872
85	HP_0004810
85102	HP_0100007
85138	HP_0000846
85138	HP_0000835
85138	HP_0011743
85138	HP_0008207
853	HP_0004809
854	HP_0030242
85410	HP_0005681
85443	HP_0006775
85448	HP_0001149
86	HP_0005112
861	HP_0005321
86789	HP_0006498
86812	HP_0003560
86834	HP_0012325
86834	HP_0012209
86834	HP_0012324
86839	HP_0006733
86839	HP_0004808
86851	HP_0002488
86851	HP_0005531
86854	HP_0005508
86855	HP_0011857
86855	HP_0006775
86893	HP_0012189
86900	HP_0002665
86900	HP_0030069
86900	HP_0012539
86900	HP_0030080
86911	HP_0011170
86911	HP_0002123
871	HP_0011710
873	HP_0100245
877	HP_0040192
877	HP_0100568
877	HP_0100634
87876	HP_0012068
87884	HP_0000407
87884	HP_0008542
87884	HP_0000365
87884	HP_0005101
88	HP_0001908
88	HP_0001915
88	HP_0012133
881	HP_0008715
881	HP_0000133
883	HP_0009792
88618	HP_0003235
88629	HP_0000552
88661	HP_0000694
88661	HP_0011060
88661	HP_0000703
88661	HP_0000705
88673	HP_0002896
88673	HP_0012028
88673	HP_0001402
88673	HP_0002884
88991	HP_0001627
88991	HP_0030680
891	HP_0500049
895	HP_0001022
896	HP_0001022
898	HP_0030673
89937	HP_0004912
89937	HP_0002748
90	HP_0500153
90025	HP_0001159
90042	HP_0001901
90050	HP_0500049
90060	HP_0025420
90062	HP_0004448
90062	HP_0006554
90281	HP_0007417
90289	HP_0100324
90362	HP_0002593
90389	HP_0007583
90389	HP_0200151
90389	HP_0100495
90674	HP_0008245
90695	HP_0000839
90695	HP_0008213
90695	HP_0000871
90695	HP_0000044
90695	HP_0040075
90771	HP_0010459
90771	HP_0012861
90771	HP_0000133
90771	HP_0000062
90795	HP_0008258
90795	HP_0000840
90797	HP_0000135
90797	HP_0000026
91138	HP_0100778
913	HP_0012197
913	HP_0030405
913	HP_0002044
91349	HP_0011761
91355	HP_0000839
91355	HP_0008213
91355	HP_0000871
91355	HP_0000044
91355	HP_0040075
91378	HP_0100665
91385	HP_0001025
91385	HP_0100665
91396	HP_0001126
91396	HP_0000568
91397	HP_0009755
91411	HP_0007970
91412	HP_0025186
91414	HP_0012843
91414	HP_0030434
91483	HP_0000659
91483	HP_0000558
91489	HP_0000485
91492	HP_0010693
91492	HP_0010698
91492	HP_0007976
91492	HP_0000519
91495	HP_0007968
91496	HP_0011533
91500	HP_0004729
93	HP_0012068
930	HP_0002571
93100	HP_0000122
93101	HP_0000122
93101	HP_0012583
93101	HP_0000089
93101	HP_0012584
93108	HP_0000110
93110	HP_0010957
93160	HP_0002748
93172	HP_0008718
93173	HP_0012582
93276	HP_0010734
93276	HP_0010735
93277	HP_0010736
93284	HP_0002655
93334	HP_0005696
93335	HP_0005696
93335	HP_0010442
93335	HP_0001199
93335	HP_0100259
93338	HP_0001159
93339	HP_0001177
93339	HP_0001245
93346	HP_0002657
93372	HP_0003072
93383	HP_0005831
93384	HP_0009373
93387	HP_0005863
93388	HP_0009371
93394	HP_0031043
93396	HP_0009372
93406	HP_0001159
93473	HP_0000943
93548	HP_0100820
